AirlineName,CabinType,OverallScore,Recommended,Review,sentence_count_period,proxy_label,vader_original_full,vader_original_sentence_avg,vader_adjusted_full,vader_adjusted_sentence_avg
AirAsia X,Economy Class,10.0,yes,I have been on 8 AirAsia/AirAsiaX flights this year and will be flying with them again in January 2014. I'm 180cm and 73kgs and have no problem with the seat size and leg room. I like their no frills no nonsense attitude. The LLCT terminal in KL is a bit chaotic in a very Asian way but for me it adds to the realisation that I'm not in a pampered western pretentious terminal and my holiday is definitely under way.,4,positive,0.8339,0.39032500000000003,0.8339,0.39032500000000003
ANA All Nippon Airways,Economy Class,10.0,yes,Tokyo-Honolulu Economy return with Air Japan crew. Excellent service and great experience from online booking to landing in Tokyo on the return. Excellent work and attitude by flight attendants advance notice by email about 1 hr flight delay on the return. Food was impressive for Economy Class - both in terms of menu choices and quality of preparation.,4,positive,0.926,0.42055,0.9153,0.374025
United Airlines,First Class,9.0,yes,"Flight departed early KOA and arrived early in SFO but advantage lost as our gate was occupied so spent ages on the taxiway. Flight was good, crew friendly enough, food was the worst of this trip. A cheese burger that looked and tasted as if it had been in the oven for days. Everything else was ok.",4,positive,0.2617,0.10765,-0.1901,0.032249999999999994
Delta Air Lines,Economy Class,7.0,yes,"We went up the Delta Air Lines gate agent and asked for an upgrade or the confirmation we had good seats, as we had missed a lot of sleep due to bad aircraft seats. The DL staff tried to help us out, and we ended up with a middle row (3 seats) for the two of us, which was excellent for us to get some rest on this 8 hour flight home. Boeing 767-400ER with a spacious cabin, comfortable seats, good looking interior and mostly friendly cabin crew. I didn't like the food served. From a quality standpoint it was good, but it just didn't taste good (pasta and chicken).",5,positive,0.584,0.12448000000000001,0.5699,0.12479999999999998
Egyptair,Economy Class,5.0,yes,Return leg MCT-CAI yet another 737. Good on-time performance with pushback minutes ahead of schedule as well as landing. The aircraft serving this route was retrofitted with better seats more legroom compared to the 737 on the previous outbound leg it also had the new fresh livery . The cabin service remains to be mediocre for the least. Catering was just normal airline food nothing to write home about. Breakfast and refreshments were handed on time. there was another run for refreshments prior to landing. Overall an improvement over my last flight with the same airline two weeks ago. Would recommend this airline for their cheap prices and on-time performance.,9,unknown,0.9287,0.22992222222222225,0.9531,0.26056666666666667
Jet Airways,Economy Class,10.0,yes,Wonderful trip from Toronto to Brussels Brussels to Delhi. For economy the food was great and tasty. They provided chicken filled pastries which were nice in between the main meals and lots to drink. Beer whiskey coke. The crew was very nice and generous. Tickets are a bit pricey at times but it's worth it. The newer A330-300's are very nice and are new/modern. Will fly with them again!,8,positive,0.9326,0.39895,0.9326,0.39895
Jetstar Airways,Economy Class,5.0,yes,Melbourne to Hobart and return in A320s. Everyone knows that Christmas week is very busy with long queues at the airport but Jetstar could make it much easier for passengers at Tullamarine by having a dedicated bag drop queue. Then there would be some point to checking in at home. The long queue that I had to join included both people who had already checked in and others who hadn't. After being called out of the queue to catch my plane there was a long wait in the airless dungeon that passes for Jetstar's terminal - then a late gate change which led us back into the Qantas terminal -- and then a long motionless queue with no information. Finally we were able to board around 30 minutes late. Once on the plane the journey was fine. The seat was comfortable and the service was friendly. There was a long wait at Hobart for luggage probably due to the arrival of another Jetstar aircraft minutes before ours. The return journey could not have been more different. Quick efficient check-in and boarding a comfortable seat (I was offered an exit row seat at check-in) and arrival in Melbourne 20 minutes early. However at baggage pick-up we followed the signs to carousel 1 where we waited for a long time before finding out that our luggage was spinning around carousel 4 (with no signs).,12,unknown,0.9743,0.17615000000000003,0.9574,0.14295
Emirates,Economy Class,10.0,yes,EK418 BKK-CHC via SYD. Fantastic as usual. Comfortable 777-300ER no issues at all. Crew were superb all the way food was exceptional and the alcohol flowed freely. ICE movies and music exceptional. Arrived on time into SYD and early into CHC. Emirates really are up there with the best of them.,7,positive,0.9509,0.32258571428571425,0.9485,0.3124571428571428
TAP Portugal,Economy Class,5.0,yes,ORY-LIS. A321. check-in: Staff much more pleasant than usually. Boarding: A total mess. No priority boarding AT ALL. Queuing in a boiling finger. On board service: very pleasant staff. Food OK. Pitch: Unacceptable for passenger taller than 165 cm. Flight late on departure on time on arrival.,10,unknown,-0.022,0.03843,0.2298,0.04425000000000001
Juneyao Airlines,Economy Class,10.0,yes,"Juneyao Airlines from Shanghai Pudong to Fukuoka return, both flights on time and with new A320 aircraft, modern, clean, spacious, ground service efficient, cabin crew friendly and helpful. Water and snack provided, no entertainment but it's acceptable for this 1.5hr journy. Airfare is very cheap (only RMB1000 including tax). Overall very enjoyable experience with Juneyao Airlines.",5,positive,0.9067,0.33918,0.9016,0.33648
Cathay Pacific Airways,Economy Class,8.0,yes,"The cabin crews seem sad but they are helpful and trying to serve the passengers. I got penne pasta for the only meal I had in my flight and it was great, and they still serve Haagen-Dazs ice cream. I understand the airline and cabin crew are having a difficult time now, but I hope next time when I fly Cathay again I will see more smiles from the cabin crews face. It means a lot to the passenger.",4,positive,0.9381,0.46085,0.923,0.391725
Royal Brunei Airlines,Economy Class,10.0,yes,I travelled from Heathrow to Melbourne assisted travel stopping at Dubai and Brunei. on 9th Dec and back on 4th Jan. The plane was comfortable the service excellent the staff were helpful and always cheerful the food was good and legroom was better than other airlines. I was not looking forward to the journey on my own but I couldn't fault anything including the excellent assisted service.,4,positive,0.953,0.41085,0.9534,0.41395
American Airlines,First Class,8.0,yes,"Los Angeles to New York JFK. Lovely service and lots of space even for a little snooze and had fun watching the first 5 episodes of the (US version) of The Office (why not more?!). Only complaint concerns the pre-booked meal - I'd chosen shrimp avocado toast - it consisted of 2 slices of toast, 2 shrimp and about 1 tbsp of avocado - more of an appetizer than a main dish! Fortunately I'd had a gorgeous fruit plate at Flagship Dining in LAX, or I would have been forced to eat the entire basket of onboard snacks otherwise. Really excellent flight with friendly and efficient service",4,positive,0.9689,0.45325000000000004,0.966,0.44745
Qatar Airways,Economy Class,9.0,yes,Recently flew from LHR to AUH via DOH. First leg was supposed to be an A380 which I specifically booked changed to a 777 which was annoying but nonetheless very comfortable. A comfortable 3-3-3 configuration on 777 unlike other Gulf carriers which opt for a cramped 3-4-3. Transit at Hamad international was very simple a very clean and not too large airport. Lots of food given and even champagne served in economy! A320 DOH-AUH and back decent snack provided good for a short-haul. Again easy transit and onto a very new A330 back to LHR service fantastic but seats were noticeably smaller in width compared to 777 but a very new IFE. On departing LHR I arrived late at the airport but the Qatar ground staff were very reassuring and helpful making sure I caught the flight.,7,positive,0.9915,0.5210714285714285,0.9877,0.4476571428571429
China Southern Airlines,Business Class,10.0,yes,"Excellent business class route from Singapore to New York via Guangzhou. Timing is good, transit time was efficient and Guangzhou transit simple. There were ,in Guangzhou for any transit passengers. The China Southern lounge is good, can take shower. Onboard the A380 the business seat is awesome, I like the window single seat, total privacy and with view if needed. The route normally flies thru Arctic with spectacular view. Being an Asian, the flight always provide choice of vast variety of Asian, particularly Cantonese food, matches my appetite well. I can be sure I always sleep well with the flat seat. The entertainment program is good too. The flight attendants were nice, and service oriented with great attitude.",10,positive,0.9882,0.47433,0.9887,0.48026
VietJet Air,Economy Class,6.0,yes,"I had a very smooth flight bringing me from A to B, of course with no frills (as expected). Luggage was accepted without difficulties at the check in and came pretty quick at HCMC Airport.",2,unknown,0.6108,0.2191,0.8064,0.5029
British Airways,Business Class,6.0,yes,Club Europe from LHR to Frankfurt RTN. Outbound flight was great A320 with new seats which are very comfortable great food and a good service. Aircraft on the return leg was a very old A319 rather dirty and quite shabby looking inside however purser working Club Europe was outstanding.,3,unknown,0.9522,0.4054,0.9524,0.46416666666666667
Alaska Airlines,Business Class,9.0,yes,"✅ , |  I just returned last night from a roundtrip from Phoenix to Seattle on Alaska Air for the first time. I have flown a lot on many airlines and I have to say, I will definitely fly Alaska everytime I can. I felt like I was launched back to the 80s and 90s when it seemed airlines really cared about their passengers. I can't say enough about the quality of the crew aboard each airplane. Remember the old days when you were told several times during the flight what was going on? Last night we experience turbulence on the flight and the captain announced to us more than once that it was going to be intermittent throughout the flight and why, jet stream winds that we were going through and not to worry as it would not get worse than what we were experiencing. He was very reassuring and kind. Also, when do you have the cockpit crew stand with the flight attendants as you are leaving the cabin to greet passengers? Extremely impressed! The absolute only negative is that the planes are a little old and the seats are not that comfortable, but each seat has an electrical plug and there is wifi on the airplane. I will definitely fly Alaska again. Also, we went into the Alaska Club in Seattle and were greeted warmly as we asked a few questions about becoming club member. The lades were wonderful and couldn't have been more helpful. I look forward to flying Alaska airlines again soon.",11,positive,0.9834,0.3755545454545455,0.9803,0.36122727272727273
Scoot,Economy Class,7.0,yes,"Short hop from KL to SIN with Boeing 787, quite comfortable. Lots of thunderstorms on route, looked very dramatic but actually we did not experience major turbulence. Long stopover in SIN (could get out of the terminal and take a hotel in the city) and next day flight to Manila. Booked meal service, which was ok (nothing really memorable) and emergency exit. Both at acceptable rate.",5,positive,-0.7517,-0.13813999999999999,-0.6248,-0.09741999999999998
Allegiant Air,Economy Class,10.0,yes,"My husband and I have been flying with Allegiant Air for over a year. Something like 6 round trips. We are more than satisfied with our experiences. The last time we flew in Oct, our 6:45 PM flight was cancelled due to mechanical issues with the plane before it left FL to come to NH. Although Allegiant employees rarely have flights cancelled, and are not regularly using the cancellation procedures, the Portsmouth staff treated us with respect and kindness. They made arrangements for us to be put up in a local hotel that offered free breakfast. They passed out bottles of water and Lindt chocolates as we waited in line. Allegiant had us on our way to Sanford early the next afternoon. The plane we flew down on, was a different one than we were originally booked on, and the extra leg room we paid for wasn't available. Allegiant credited that extra charge back to our debit card, and gave us each a voucher for $100 toward future travel. Considering we can book flights for $54 one way, that's a good deal in my mind. We are not employees of Allegiant, nor are we related in any way to any employees. We are 2 people who appreciate a good value. We have learned the art of minimal baggage and can get by for 10 days with what will fit in the free personal item that will fit under the seat. We pay a great rate for only what we use. That we appreciate. We are looking forward to our next travel with Allegiant Air",17,positive,0.9884,0.34972941176470584,0.985,0.31862941176470594
Thai Smile Airways,Premium Economy,7.0,yes,"Flew Chiang Mai to Bangkok. Flying the first time Thai Smile and liking in general the product. They sell a Premium Economy product on the three first rows, where the middle seat is blocked, you have priority boarding and 30kg priority baggage, lounge access as well the possibility to reserve your preferred seat. During the 1 hour flight a three course (starter, cold main and desert). So actually you get what European airlines sell as Biz class. Only set back is that they do not accept Star Alliance Cards even though when booked on a TG number. In the rest a decent airline, about 35% less expensive than it's mother Thai Airways.",7,positive,0.5132,0.059199999999999996,0.5132,0.059199999999999996
SATA Air Azores,Economy Class,8.0,yes,Booked a TAP flight from Lisbon to Terceira that turned out to be code shared and operated by SATA. This is an underestimated airline and I was pleasantly surprised by the comfort of the seating as well as the quality of the service. I will book SATA on my next trip to the Azores.,3,positive,0.836,0.3659666666666667,0.836,0.3659666666666667
Brussels Airlines,Economy Class,7.0,yes,"✅ , |  Vilnius to Prague via Brussels in mid-May 2016. Boarding was quick and efficient at Vilnius, cabin crew were polite and helpful on the A319 used on this route. Much to be desired from the seats which did not provide the best comfort. Arrived in Brussels with on time. The cabin crew on the connecting flight to Prague were warm and friendly, but due to delayed departure from Brussels the arrival into Prague was pushed back by 20 minutes. Seats on the Avro RJ7 used on this flight were more comfortable than their A319. Bags arrived on the belt within 10 minutes of disembarking aircraft. I was a bit surprised that they do not even serve complimentary water or non-alcoholic drinks to all passengers in Economy class. I understand that these days airlines are trying to cut costs to achieve a bigger profit margins, but even juice or a nice hot cup of tea on Brussels Airlines would be welcome sign that they're not Ryanair or EasyJet.",9,positive,0.9455,0.22924444444444442,0.9446,0.20686666666666664
Royal Brunei Airlines,Economy Class,7.0,yes,As far as the flight is concerned - that was great. Melbourne to London via Brunei and Dubai (though a very long trip). They use the new Dreamliner and it's true what they say the climate inside is much easier to handle and less noise too. Staff is very friendly and the no alcohol is no problem at all. The prayer before the flight is a little unnerving though. However - Brunei airport is a totally different ball game - the reason why I would not fly with them again actually. It's tiny to say the least and a building site - two toilets (hole in the ground only) and only one coffee shop. Seats in the waiting area are dirty (in fact the whole airport is dirty - especially the loos!). So no I won't be flying with them again - despite the price which is much cheaper than others.,9,positive,0.7075,0.08553333333333335,0.635,0.061333333333333316
Air Serbia,Business Class,5.0,yes,"✅ , |  Belgrade to Abu Dhabi. Although the difference to the defunct JAT is enormous, the business class (2 rows of 24 seats each) is very low-class and only be classified as economy deluxe; in the first row, it is not even possible to stretch legs completely. Seats hardly recline. Food was good, flight attendants very friendly, wines good, and the amenity kit ok, even for the day flight between Abu Dhabi to Belgrade. Pity, with some small upgrading, it could be excellent. Inflight entertainment with your own iPad (if you have downloaded the special software beforehand) or with Air Serbia's iPads",6,unknown,0.9482,0.31545,0.9337,0.31171666666666664
Norwegian,Economy Class,10.0,yes,"Seattle to Gatwick. Just want to said a big thank you to this amazing flight with this company. Really a pleasure for a price of €220. The cabin crew was amazing. I reserved a seat 4 days earlier and I received my ticket on my phone, I’ve checked in, in the airport with no problems and no queue.",5,positive,0.9445,0.40358,0.9445,0.40358
Icelandair,Economy Class,10.0,yes,Flew ZRH-KEF-ZRH in May with Icelandair in Economy saver class and paid £379.55 incl. taxes. Flights were on time and boarding quick and easy. No meal or inflight entertainment on board due my selected fare however water tea and coffee were offered. Flight Attendants very friendly and helpful. Overall both journeys were pleasant and would fly with them again.,7,positive,0.924,0.2665857142857143,0.8689,0.22327142857142857
Regional Express,Economy Class,7.0,yes,"Julie from the customer service team was excellent in assisting us to change a flight at pretty short notice. I can't imagine how hammered airlines must be at the moment, and she was calm, helpful, and even called back when the call dropped out! Fabulous service.",2,positive,0.9402,0.8079000000000001,0.9348,0.79605
China Southern Airlines,Economy Class,9.0,yes,"Guangzhou to Beijing on 7th January with China Southern Airlines CZ3103. I travel back and forth almost every two weeks and around 60% of the time I choose this flight because the time works best for me and the price is usually good. I'd say that on this flight the plane is much cleaner and of course the entertainment on Boeing 787 is so much better than that of Boeing 737, also the service was rather satisfying as the flight attendants were friendly and helpful - unlike the ground staff I encountered. Would definitely wish for better food, but generally a pleasant trip.",4,positive,0.9637,0.6451749999999999,0.933,0.610175
Air Canada,Business Class,7.0,yes,"✅ , |  My husband and I travelled from Vancouver to Sydney with Air Canada in September 2016. We had a reasonably comfortable flight but Air Canada needs to improve in a couple of areas. Firstly: all the controls for entertainment, lights etc are in the armrest which is very inconvenient as it is too easy to accidentally turn off or on something unintentionally. I understand this can only be improved when designing new aeroplanes. Secondly: the choice of movies, tv etc on the entertainment system is very limited. On a 16 hour flight people need more than a few old re-runs and a couple of newer movies perhaps not to taste. Thirdly: neither on this flight nor our previous premium economy flight from Sydney to Vancouver were we given enough time to eat our food. Meals appear to be served so close to landing there is a rush to collect rubbish before people have time to eat. Staff commenced collecting plates before I even had time to take the lid off my meal. Most of my meal was wasted and it looked to be quite appetising. BTW I'm not a slow eater. Otherwise Air Canada was equal to most other international airlines and I appreciated being able to fly directly from Sydney to Vancouver and return.",12,positive,0.9205,0.12678333333333333,0.9181,0.12566666666666668
Turkish Airlines,Business Class,8.0,yes,"Istanbul to Montreal on Turkish Airlines. TK uses a dedicated business class check in with extra passport formalities for flights bound for Canada, USA, UK and Israel. This process was slow and added time to the check in process. Flight boarded slightly late but in an orderly fashion. On board, the hard product looked in decent shape with ample storage space for small articles. The overhead bin space however was limited due to the bedding they keep on hand. Drinks and lunch were offered after take off and having traveled the same route 6 weeks prior I was surprised to see the same menu. Despite that the food and wines were tasty and the service was with a smile. IFE had a good selection but the navigation was awkward at times. The Denon noise cancelling headphones were great. For reasons I have yet to understand Turkish turns on the cabin lights 3 hours prior to landing to serve an afternoon snack. Many other airlines do the same but not that far in advance of touchdown. This limits the amount of sleep you can expect to get. The wifi worked only part of the flight. It was an all around good flight with a great cabin crew. The French announcements from the cockpit were a nice touch. Flight departed late but arrived 40 minutes ahead of schedule.",17,positive,0.9842,0.17631764705882352,0.9849,0.19756470588235295
Air New Zealand,Premium Economy,10.0,yes,I haven't flown Air New Zealand for some years and was pleasantly surprised by the premium economy product on offer flying from Singapore to Auckland. The service was excellent as was the food and ground handling. Small closed of cabin 21 PAX with own toilet. 2 dedicated flight attendants who were constantly around the cabin. Snacks can be ordered from seat screen. A totally slick and professional operation theat Air NZ should be proud of.,6,positive,0.93,0.3533,0.9543,0.40525000000000005
Air India,Business Class,5.0,yes,Boarding was on time took my seat and relaxed with a glass of champagne. Announcement was made we have a tech issue and power was turned off. After approx 20min had to deboard then after 5hrs waiting in the gate lounge they announced that the flight was cancelled. Another hour waiting I was finally rebooked onto Emirates and sent to a hotel for a few hours (all played for by IA). So disappointed that I never got to fly.,5,unknown,0.2044,0.04482000000000001,-0.1005,0.011660000000000026
ANA All Nippon Airways,Economy Class,10.0,yes,Flew TPE-NRT-ORD on ANA. The first leg was on a 767-300 and the last on 777-300. The first flight seemed a bit more cramped but acceptable. The legroom on the 777 was excellent. I almost had to lean over at times to look at the (huge) IFE screen. The service is always excellent smile and bow as you'd expect from ANA. On arrival to Chicago Japanese speaking agents welcome you and guide you to the immigration area. Real silverware was given on both flights. Excellent food as always.,9,positive,0.9844,0.3526555555555555,0.9854,0.35126666666666667
Austrian Airlines,Business Class,9.0,yes,"Vilnius to Copenhagen via Vienna. Efficient boarding in both VNO and VIE. Business Class cabin very comfortable, with very welcoming and jolly flight attendants. Aircraft and cabin well maintained and clean. Food portions were very delicate, well tasting and stylishly served on porcelain. Selection of good quality Austrian wines available. All flights were punctual on landing. Altogether a quality experience, with no flaws. Definitely using Austrian again.",9,positive,0.9599,0.31927777777777777,0.9536,0.33344444444444443
Qatar Airways,Business Class,10.0,yes,"✅ , | Copenhagen to Doha with Qatar Airways. This flight answered my query: A350 or Dreamliner? Definitely the Qatar Dreamliner. The seat - excellent. Onboard dining - excellent. Service - excellent. Of course it's the cabin feel that is the only thing that is different on the A350. Yet the Dreamliner to me has a nicer interior design, a more rounded aesthetic, nicer windows and a more spacious lavatory. The only thing I cannot totally get used to is the new Qatar IFE system which just feels cumbersome and to me is not intuitive.",8,positive,0.9631,0.3551875,0.9721,0.3811875
Virgin Atlantic,Premium Economy,10.0,yes,We were upgraded from economy to premium economy. It made for a very enjoyable flight. The service was fantastic. The crew couldn't have been more acomidating. We will definitely consider upgrading to economy premium next time we fly Virgin Atlantic. ,5,positive,0.8588,0.2904,0.8221,0.2552
American Airlines,First Class,5.0,yes,One way trip First Class from SFO-LAS via LAX.. First sector SFO-LAX excellent service crew couldn't do enough on this short flight. LAX-LAS complete opposite. Shame passengers had to hear how unhappy the crew were about their job.,4,unknown,-0.296,-0.03442500000000001,-0.2263,-0.02429999999999999
Lufthansa,Economy Class,7.0,yes,"LH 476 MUC-YVR 3 Sep 2014. Direct flight in a Airbus 330 which seems to be a small aircraft for such a long 10 hour flight. Food in Y class as bad as always on European airlines. Seats extremely narrow for such a long haul flight (OK for European or continental flights but for Intercontinental flights not enough space). Service as good as it can get in this class. Beverage OK but below standard compared for many airlines particularly in comparison to Asian or Gulf region carriers. Entertainment system really bad (old films that I can hardly remember from my youth). Seat distribution unclear and not well thought through (eg LH has an initiative for ""doctors on board"" and medics can subscribe to this program however flight attendants do not seem to be aware of this initiative in addition medics obviously are not listed thus unknown and do not get seats easy to be prepared for emergencies. Instead they are often seated in the middle of the rows thus hindering them to quickly react).",9,positive,-0.1205,-0.06912222222222222,-0.3756,-0.0790111111111111
Ethiopian Airlines,Economy Class,10.0,yes,"Lagos to Los Angeles via Addis Ababa and Dublin with Ethiopian Airlines. I am a frequent flyer with Platinum Medaliion status with the Skyteam. So I am in a position to judge which service is good. I have never flown Ethiopian before 2017. My recent 25 hours plus flight was exceptional. They exceeded my expectations in every aspect. Equipment is modern and the B787 from ADD to DUB to LAX was fantastic. Food was great courteous staff on the plane. Touch screen entertainment was superior to many other airlines I have flown. Only complaint I can say is the ground staff at the airport, maybe need a little more training on that end.",10,positive,0.9584,0.22574,0.9565,0.22951000000000002
Malaysia Airlines,Economy Class,8.0,yes,"Kuala Lumpur to Langkawi Island. I paid extra for baggage but when I arrived they said they changed the policy meaning that I had to pay more for baggage. That wasn’t a very good start to my trip to Langkawi. Getting to the gate was easy and efficient. Boarding was quick and good, cabin crew were welcoming me very politely. No headrest, legroom is ok, no TV or ceiling dropping TV. No WiFi connectivity whatsoever. What am I complaining about? It’s a 50 min flight! Takeoff was good. Landing was okay. Very good flight overall. They only served salted nuts which were very yummy. Would fly with Malaysia Airlines again.",12,positive,0.9744,0.19196666666666665,0.971,0.185125
Asiana Airlines,Economy Class,9.0,yes,DEL-ICN-SFO. Both flights were comfortable; service excellent good meals lot of choice for drinks and snacks. The flight crew was very attentive and prompt all the time. Toilets were kept clean with sufficient toiletries. Entertainment was reasonably good. Good value for money. Incheon airport is a good place to transit very nice airport and efficient staff.,7,positive,0.984,0.49208571428571435,0.981,0.4503857142857143
Jet Airways,Economy Class,9.0,yes,London Heathrow to Delhi and Delhi to Kathmandu. I found the service to be excellent. Staff were friendly and helpful the food was good and the entertainment on the Heathrow to Delhi Delhi to Heathrow legs had a wide selection of films games and information to suit all tastes and cultures. I would definitely fly them again.,4,positive,0.9524,0.4668,0.9371,0.46035
SkyWest Airlines,Economy Class,8.0,yes,Busselton-Perth on F50. Check-in great and nice baggage allowance. Fare was $92. Delayed landing at Busselton but made up time in air. No food - was a disappointment. Only water served. Cabin crew didn't smile and made little eye contact. Comfortable flight. Toilets were pretty average. Pilot made great clear announcements. Aircraft in great condition the cabin had no mess and a nice magazine to read.,11,positive,0.9764,0.21271818181818183,0.9723,0.20279090909090905
Garuda Indonesia,Economy Class,8.0,yes,GA 185 KNO-CGK. Very satisfied with the service the flight attendant was very friendly and the flight was on time. The pilot kept us informed of any bad weather we passed during the flight. IFE very good. The food was very good with plenty of choice.,5,positive,0.8581,0.24142000000000002,0.7083,0.18038
Emirates,Economy Class,8.0,yes,"Dubai to Melbourne via Kuala Lumpur with Emirates, and we were pleasantly surprised. The seats (20F/G) were narrow but had decent legroom. Neither of us are tall, but we could have readers and glass cases in the seat pocket and not be bothered. The entertainment system is great : lots of choice and I do like watching the forward looking camera on take-off and landing. The food was good too. Problems are that seats are very narrow, so bumped the neighbour when eating, the food tray is huge - everything comes at the same time, so there is no room on the tray table for wine bottle or discarded containers. Coffee cups are poorly designed, any turbulence and it sloshes out. But overall, for economy, a not so bad experience.",8,positive,0.9656,0.29003750000000006,0.9538,0.2541625
Air New Zealand,Economy Class,10.0,yes,"First time flying on the Dreamliner and also first time with Air New Zealand in over ten years. Boarding got under way smartly and was well organised for the 00.10 departure. Lovely welcome upon boarding and nice mood lighting in the cabin. My daughter and I were seated on the side and ended up with three seats that configure into the skycouch, was pretty good and it offered us extra room. The crew in our cabin were second to none, they treated us like we were old friends, so warm, kind and genuine. The meal was excellent and plentiful accompanied by a lovely Kiwi glass of Fizz followed by a Shiraz. Entertainment was good although I didn't watch much as I was lucky enough to get a decent sleep. Two hours out of Singapore breakfast was served and offered another glass of Fizz, great memory! We landed ahead of time and that capped off a great flight, best I'd had in ages. My sincere thanks and appreciation to the excellent crew, these guys are keepers!",10,positive,0.9971,0.6522400000000002,0.997,0.65005
Virgin Australia,Premium Economy,9.0,yes,Recently flew V Australia to Dublin (with Etihad from Abu Dhabi) in Premium Economy. I was surprised at the price very inexpensive compared to other premium options. Flew SYD to AUH in 777-300 nice cabin with access to two toilets pretty amazing for only 40 pax. The staff were exceptional possibly some of the best inflight staff I have experienced for some time. Could not do enough for you and were attentive for the whole 14 hours (was the same for return leg). The seat was particularly comfortable and was able to manage 8 hours sleep. The food was ok not as good as Qantas premium and the inflight entertainment was great good choice and a plus with the noise cancelling headphones. Overall would rate this product very highly and have no hesitation in flying with them again.,8,positive,0.9824,0.4234875,0.9835,0.4488875
China Southern Airlines,Business Class,8.0,yes,"Shanghai Pudong to Guilin and only three of the eight business class seats were occupied. The flight attendant was charming, efficient, and a relatively good level in English. Food was good for a domestic flight, hot towels offered more than once on this trip of 2,5 hours. In a European airline I would criticize that the white wine was not properly cooled, but the young lady compensated for this with her smile - and after almost 1chour I got my wine. I do not remember any IFE. My advice: pay the extra money for business class if your budget allows it. China Southern can be recommended, but they still have a way to go to reach the level of their top Asian competitors like ANA, Asiana or SIA.",7,positive,0.9306,0.3236857142857143,0.9319,0.3246428571428571
Qatar Airways,Economy Class,10.0,yes,"This was my first time traveling on Qatar Airways, flying New York JFK to Amritsar via Doha. The crew was friendly and attentive. They smiled each time they interacted with me. The seats were comfortable and spacious and movie selection was current, with a great selection. The food was delicious. I've never flown on an airline in which dinner, snack, and breakfast were tasty and satisfying as on this flight. The connecting airport in Doha was huge, clean and impressive with a smooth transfer to my flight to Amritsar. The connecting flight and crew were excellent as well. I had a great 23 hrs flying experience with Qatar Airways. I would use this airline again.",10,positive,0.9899,0.50121,0.9904,0.50352
Japan Airlines,Economy Class,9.0,yes,Seoul Gimpo to Tokyo Haneda. Plane was modern and clean cabin temperature comfortable. Seat back entertainment was good considering flight is only 2 hrs. Flight attendants were friendly professional and spoke adequate English. Departed and arrived on time. Only criticism would be the bento box served as lunch was too small.,6,positive,0.9169,0.26561666666666667,0.9287,0.2797333333333334
Qatar Airways,Economy Class,8.0,yes,"Manchester to Lahore via Doha. The flight from Manchester to Doha on October 25th the airline was clean, but my son who is 5 years old was given the meal the same time as me, then after food was given they took time to collect the tray from. The rest of the flight was okay, onward flight to Lahore wad good. The flight from Lahore to Doha was a delay with no explanation, the aircraft was quite warm and smaller and dated. When arrived Doha there was no details on the board of which gate to go to, but a friendly Qatar women who told us that we had 40 min to go gate e2. The service was really good, clean and space was good and cool temperature, flight from Doha to Manchester was good.",6,positive,0.9788,0.3292,0.9694,0.2553
Tunisair,Economy Class,8.0,yes,Tunis-Amsterdam TU 638 23/12/2014. Very good no frills airline. Mostly on time. Apparently with delays on some airports like LHR might be a UK problem. Decent food. Nice personnel. I like that one pays a decent fare and one way is half of round-trip.,7,positive,0.7017,0.13037142857142858,0.7017,0.13037142857142858
Emirates,Business Class,10.0,yes,Dubai-Melbourne. First trip on A380 and it was fantastic. Allocated Business class seat on window in row 25 so just a short walk to the fantastic bar area. Seating and amenities were outstanding as was the service from a truly international crew. Entertainment system was the best I have ever used with a wide selection of movies and the flight tracking is brilliant. Food was as good as I have ever had on a flight and there was indeed plenty of it. Overall a wonderful flight and have no hesitation in recommending Emirates Business Class.,7,positive,0.9865,0.5582,0.9865,0.5582
Pegasus Airlines,Economy Class,8.0,yes,"Take-off and landing was right on-time, which usually is an issue for European low budget airlines. Service is good, prices are cheap for in-flight catering. Seats might surely be more comfortable but you shall accept the fact that you get what you pay for. Pegasus eventually became my go-to airline for short haul domestic Turkish flights with its high price-quality ratio.",4,positive,0.7541,0.22240000000000001,0.778,0.28095000000000003
Aer Lingus,Economy Class,10.0,yes,Cork to LHR return. Flights left on time friendly crew on both sectors good selection of food and drinks for sale at reasonable prices cabin fresh and clean.,2,positive,0.8779,0.43895,0.802,0.401
Air Panama,Economy Class,8.0,yes,"Panama City to David. Pleasant flight experience on an old Fokker 100. A little expensive for what you get, but there's little competition in Panama. Seats were comfortable & spacious, though the interior of the plane had not seen an update since the late 1980s or early 1990s. Cabin crew were friendly and served soft drinks (including diet options) and plantain chips. Flight departed and arrived about 20min late.",6,positive,0.8979,0.25251666666666667,0.8591,0.1854
