AirlineName,CabinType,DateFlown,DatePub,EntertainmentRating,FoodRating,GroundServiceRating,OriginCountry,OverallScore,Recommended,Review,Route,SeatComfortRating,ServiceRating,Title,TravelType,TripVerified,ValueRating,WifiRating,unique_id,review_cleaned,review_lower,tokens,token_count,sentence_count_period,proxy_label,vader_original_full,vader_original_sentence_avg,vader_adjusted_full,vader_adjusted_sentence_avg
Cathay Pacific Airways,Economy Class,June 2018,5th June 2018,5,4,4,Indonesia,7.0,yes,Jakarta to Beijing via Hong Kong. Overall its very nice airplane and the food they provide is delicious. The only problem that I that from from CGK to HKG (midnight flight) the meals is only lights (usually more than 4 hours flight is meal) and  my earphone plug is not active and the cabin crew tried to fix it but not working. Also no pillow provided from start as usual so you must asked for it to the cabin crew. For the flight from Hong Kong to Beijing overall is very good.,Jakarta to Beijing via Hong Kong,5,4,overall is very good.,Couple Leisure,Trip Verified,4,4,01193795-251f-4c24-b4e3-ec298c8ce63d,jakarta beijing via hong kong overall nice airplane food provide delicious problem cgk hkg midnight flight meal light usually 4 hour flight meal earphone plug active cabin crew tried fix working also pillow provided start usual must asked cabin crew flight hong kong beijing overall good,jakarta to beijing via hong kong. overall its very nice airplane and the food they provide is delicious. the only problem that i that from from cgk to hkg (midnight flight) the meals is only lights (usually more than 4 hours flight is meal) and  my earphone plug is not active and the cabin crew tried to fix it but not working. also no pillow provided from start as usual so you must asked for it to the cabin crew. for the flight from hong kong to beijing overall is very good.,jakarta|beij|via|hong|kong|overal|nice|airplan|food|provid|delici|problem|cgk|hkg|midnight|flight|meal|light|usual|hour|flight|meal|earphon|plug|activ|cabin|crew|tri|fix|work|also|pillow|provid|start|usual|must|ask|cabin|crew|flight|hong|kong|beij|overal|good,45,5,positive,0.8195,0.12356000000000003,0.8195,0.12356000000000003
Aeroflot Russian Airlines,Economy Class,,4th March 2011,0,0,0,Ukraine,7.0,yes,KBP-SVO and consider it the best option between Kiev and Moscow. I was promised 500 miles for online check in which didn't work. Airport check in a breeze. Boarding was chaotic A321 spotless with good seat pitch. Fast baggage delivery. Onboard experience was somewhat spoilt with inedible breakfast snack and young crew members who looked lost and helpless. English announcements were hard to comprehend.,,0,0,Aeroflot Russian Airlines customer review,,,4,0,c5a8b75b-6435-4e8e-91b1-ad3d002f5b81,kbpsvo consider best option kiev moscow promised 500 mile online check didnt work airport check breeze boarding chaotic a321 spotless good seat pitch fast baggage delivery onboard experience somewhat spoilt inedible breakfast snack young crew member looked lost helpless english announcement hard comprehend,kbp-svo and consider it the best option between kiev and moscow. i was promised 500 miles for online check in which didn't work. airport check in a breeze. boarding was chaotic a321 spotless with good seat pitch. fast baggage delivery. onboard experience was somewhat spoilt with inedible breakfast snack and young crew members who looked lost and helpless. english announcements were hard to comprehend.,kbpsvo|consid|best|option|kiev|moscow|promis|500|mile|onlin|check|didnt|work|airport|check|breez|board|chaotic|a321|spotless|good|seat|pitch|fast|baggag|deliveri|onboard|experi|somewhat|spoilt|ined|breakfast|snack|young|crew|member|look|lost|helpless|english|announc|hard|comprehend,43,7,positive,0.1779,0.024228571428571426,0.4019,0.060671428571428564
Turkish Airlines,Economy Class,March 2017,31st March 2017,5,5,5,Singapore,9.0,yes,"I enjoyed both of my 12 hour flights to Istanbul and back to Singapore with Turkish Airlines. The food was excellent, more than enough in-flight entertainment. Good service, the cabin crew were there to assist when needed. Overall a very positive experience.",Singapore to Istanbul,4,5,very positive experience,Family Leisure,,5,3,19ae468e-4e80-4e97-adba-39e542bed397,enjoyed 12 hour flight istanbul back singapore turkish airline food excellent enough inflight entertainment good service cabin crew assist needed overall positive experience,"i enjoyed both of my 12 hour flights to istanbul and back to singapore with turkish airlines. the food was excellent, more than enough in-flight entertainment. good service, the cabin crew were there to assist when needed. overall a very positive experience.",enjoy|12|hour|flight|istanbul|back|singapor|turkish|airlin|food|excel|enough|inflight|entertain|good|servic|cabin|crew|assist|need|overal|posit|experi,23,4,positive,0.9485,0.5768249999999999,0.9509,0.581925
Spirit Airlines,Economy Class,June 2015,23rd June 2015,0,0,1,UnitedStates,1.0,no,"After boarding we were informed there was going to be a delay due to a minor mechanical issue and we needed to deplane. After waiting several hours we were told the flight was cancelled. We had two choices - a refund or wait 2 days before we could be put on another plane. Could not find another affordable flight from Houston, so we had to take a flight from San Antonio the next day on a different airline on a flight that took us 7 hours to get to Cancun. Lost a night at the hotel and many hours of frustration. I understand the mechanical issue is out of their control but they should have ways to accommodate any canceled flights. I don't mind waiting for another flight but do mind waiting 2 days.",Houston to Cancun,1,1,Spirit Airlines customer review,Family Leisure,,1,0,1fe585f2-bee7-46fd-b0d0-7066ed958053,boarding informed going delay due minor mechanical issue needed deplane waiting several hour told flight cancelled two choice refund wait 2 day could put another plane could find another affordable flight houston take flight san antonio next day different airline flight took u 7 hour get cancun lost night hotel many hour frustration understand mechanical issue control way accommodate canceled flight dont mind waiting another flight mind waiting 2 day,"after boarding we were informed there was going to be a delay due to a minor mechanical issue and we needed to deplane. after waiting several hours we were told the flight was cancelled. we had two choices - a refund or wait 2 days before we could be put on another plane. could not find another affordable flight from houston, so we had to take a flight from san antonio the next day on a different airline on a flight that took us 7 hours to get to cancun. lost a night at the hotel and many hours of frustration. i understand the mechanical issue is out of their control but they should have ways to accommodate any canceled flights. i don't mind waiting for another flight but do mind waiting 2 days.",board|inform|go|delay|due|minor|mechan|issu|need|deplan|wait|sever|hour|told|flight|cancel|two|choic|refund|wait|day|could|put|anoth|plane|could|find|anoth|afford|flight|houston|take|flight|san|antonio|next|day|differ|airlin|flight|took|hour|get|cancun|lost|night|hotel|mani|hour|frustrat|understand|mechan|issu|control|way|accommod|cancel|flight|dont|mind|wait|anoth|flight|mind|wait|day,66,7,negative,-0.5927,-0.17541428571428572,-0.6393,-0.20222857142857142
Qantas Airways,Economy Class,,20th August 2014,5,5,0,India,10.0,yes,QF 1 29 July 2014. QF 10 11 Aug 2014. Was very happy with this airline. I flew from LHR to Dubai and must say it was one of the nicer inflight experiences in quite a while. The crew were friendly and warm. The food served was quite nice and were regularly served refreshments and snacks. The leg room was great compared to a few other airlines. Inflight entertainment other than an annoying radio was good as well.,,5,5,Qantas Airways customer review,,,4,0,3161135e-9c9f-455b-b1ef-e2561a168026,qf 1 29 july 2014 qf 10 11 aug 2014 happy airline flew lhr dubai must say one nicer inflight experience quite crew friendly warm food served quite nice regularly served refreshment snack leg room great compared airline inflight entertainment annoying radio good well,qf 1 29 july 2014. qf 10 11 aug 2014. was very happy with this airline. i flew from lhr to dubai and must say it was one of the nicer inflight experiences in quite a while. the crew were friendly and warm. the food served was quite nice and were regularly served refreshments and snacks. the leg room was great compared to a few other airlines. inflight entertainment other than an annoying radio was good as well.,qf|29|juli|2014|qf|10|11|aug|2014|happi|airlin|flew|lhr|dubai|must|say|one|nicer|inflight|experi|quit|crew|friendli|warm|food|serv|quit|nice|regularli|serv|refresh|snack|leg|room|great|compar|airlin|inflight|entertain|annoy|radio|good|well,43,8,positive,0.9729,0.42525,0.9712,0.41161250000000005
Malaysia Airlines,Economy Class,,10th December 2014,3,4,0,Singapore,8.0,yes,Flying from Singapore to Beijing on 03 November 2014 (MH606 and MH360) and returning on 12 November 2014 (MH361 and MH611) with transit at Kuala Lumpur. 3 of the 4 sectors were near to perfection. Most of the cabin crews were polite. The food and beverage served on board were nice and tasty. The only problem to be mentioned could be the malfunction toilet at the rear of the cabin on the Singapore - Kuala Lumpur sector (MH606).,,4,4,Malaysia Airlines customer review,,,4,0,24beab60-2a03-48a9-a715-bb30fa970e85,flying singapore beijing 03 november 2014 mh606 mh360 returning 12 november 2014 mh361 mh611 transit kuala lumpur 3 4 sector near perfection cabin crew polite food beverage served board nice tasty problem mentioned could malfunction toilet rear cabin singapore kuala lumpur sector mh606,flying from singapore to beijing on 03 november 2014 (mh606 and mh360) and returning on 12 november 2014 (mh361 and mh611) with transit at kuala lumpur. 3 of the 4 sectors were near to perfection. most of the cabin crews were polite. the food and beverage served on board were nice and tasty. the only problem to be mentioned could be the malfunction toilet at the rear of the cabin on the singapore - kuala lumpur sector (mh606).,fli|singapor|beij|03|novemb|2014|mh606|mh360|return|12|novemb|2014|mh361|mh611|transit|kuala|lumpur|sector|near|perfect|cabin|crew|polit|food|beverag|serv|board|nice|tasti|problem|mention|could|malfunct|toilet|rear|cabin|singapor|kuala|lumpur|sector|mh606,41,5,positive,0.5859,0.11829999999999999,0.7003,0.16829999999999998
Air Seychelles,Economy Class,,29th June 2011,0,0,0,Australia,8.0,yes,Originally booked our flight from Chennai (India) to Seychelles but were sent an email 4 weeks before departure saying this route had been cancelled and we were now flying out from Singapore. Air Seychelles paid the difference but we then had to fly into Singapore from Australia and lost the cost of our original flight to Chennai. We feel we should have been informed about this when we first booked and this would have saved us a lot of money. Apart from that we were pleased with the service of Air Seychelles. The service on board was excellent the food was pleasant and the comfort was of a superior class to many other airlines we have flown. Plenty of leg room and as the plane was only half full we were able to have two seats each. Personally we would recommend Air Seychelles to anyone but the flight to Singapore is only 6-7 hrs long so we have not experienced a really long flight. An enjoyable experience and we will definitely go the Seychelles again on Air Seychelles.,,0,0,Air Seychelles customer review,,,4,0,e2924ae3-d422-4418-a7e0-4c8f62e09d11,originally booked flight chennai india seychelles sent email 4 week departure saying route cancelled flying singapore air seychelles paid difference fly singapore australia lost cost original flight chennai feel informed first booked would saved u lot money apart pleased service air seychelles service board excellent food pleasant comfort superior class many airline flown plenty leg room plane half full able two seat personally would recommend air seychelles anyone flight singapore 67 hr long experienced really long flight enjoyable experience definitely go seychelles air seychelles,originally booked our flight from chennai (india) to seychelles but were sent an email 4 weeks before departure saying this route had been cancelled and we were now flying out from singapore. air seychelles paid the difference but we then had to fly into singapore from australia and lost the cost of our original flight to chennai. we feel we should have been informed about this when we first booked and this would have saved us a lot of money. apart from that we were pleased with the service of air seychelles. the service on board was excellent the food was pleasant and the comfort was of a superior class to many other airlines we have flown. plenty of leg room and as the plane was only half full we were able to have two seats each. personally we would recommend air seychelles to anyone but the flight to singapore is only 6-7 hrs long so we have not experienced a really long flight. an enjoyable experience and we will definitely go the seychelles again on air seychelles.,origin|book|flight|chennai|india|seychel|sent|email|week|departur|say|rout|cancel|fli|singapor|air|seychel|paid|differ|fli|singapor|australia|lost|cost|origin|flight|chennai|feel|inform|first|book|would|save|lot|money|apart|pleas|servic|air|seychel|servic|board|excel|food|pleasant|comfort|superior|class|mani|airlin|flown|plenti|leg|room|plane|half|full|abl|two|seat|person|would|recommend|air|seychel|anyon|flight|singapor|67|hr|long|experienc|realli|long|flight|enjoy|experi|definit|go|seychel|air|seychel,82,8,positive,0.9884,0.28627499999999995,0.9881,0.27907499999999996
Singapore Airlines,Economy Class,October 2016,14th November 2016,4,5,4,Netherlands,9.0,yes,"Amsterdam to Melbourne via Singapore with Singapore Airlines. I had a wonderful flight on SQ323 to Singapore. The new A350-900 is an excellent plane. I had seat 52C, the leg room was more than sufficient. The cabin crew very good, looking after our wellbeing throughout the whole flight, even on a long 12-hour flight as this one. The food was delicious, I had diet-meals on all flights and they took great care of me. One minor thing: the toilets on the A350 look very small. From Singapore to Melbourne I sat at 37G. This was an older version of the B777-300ER, with an older inflight entertainment system and more important not enough legroom. My knees were stuck against the seat in front of me. Cabin crew good, food was excellent and the 6 hour flight was over in a blink. On the return flight in from Melbourne to Singapore I changed seats the day before and sat at a window seat. This B777-300ER looked more modern and the legspace was much more than on the way into Melbourne. Again a very pleasant flight with a pleasant cabin crew. Only the last hour we had a bumpy flight with thunderstorms above Indonesia and Singapore, but the crew and pilots did a good job. The flight to Amsterdam left much later because of bad weather at Singapore, for almost half the flight we had a very bumpy and tiring flight but staff stayed polite and kept their friendly faces. My overall experience with SIA was very good. Next time this company will take me to Australia again.",AMS to MEL via SIN,4,4,A350 is an excellent plane,Solo Leisure,,4,4,d2fb3459-3467-48e3-9f63-5cfee7b7159a,amsterdam melbourne via singapore singapore airline wonderful flight sq323 singapore new a350900 excellent plane seat 52c leg room sufficient cabin crew good looking wellbeing throughout whole flight even long 12hour flight one food delicious dietmeals flight took great care one minor thing toilet a350 look small singapore melbourne sat 37g older version b777300er older inflight entertainment system important enough legroom knee stuck seat front cabin crew good food excellent 6 hour flight blink return flight melbourne singapore changed seat day sat window seat b777300er looked modern legspace much way melbourne pleasant flight pleasant cabin crew last hour bumpy flight thunderstorm indonesia singapore crew pilot good job flight amsterdam left much later bad weather singapore almost half flight bumpy tiring flight staff stayed polite kept friendly face overall experience sia good next time company take australia,"amsterdam to melbourne via singapore with singapore airlines. i had a wonderful flight on sq323 to singapore. the new a350-900 is an excellent plane. i had seat 52c, the leg room was more than sufficient. the cabin crew very good, looking after our wellbeing throughout the whole flight, even on a long 12-hour flight as this one. the food was delicious, i had diet-meals on all flights and they took great care of me. one minor thing: the toilets on the a350 look very small. from singapore to melbourne i sat at 37g. this was an older version of the b777-300er, with an older inflight entertainment system and more important not enough legroom. my knees were stuck against the seat in front of me. cabin crew good, food was excellent and the 6 hour flight was over in a blink. on the return flight in from melbourne to singapore i changed seats the day before and sat at a window seat. this b777-300er looked more modern and the legspace was much more than on the way into melbourne. again a very pleasant flight with a pleasant cabin crew. only the last hour we had a bumpy flight with thunderstorms above indonesia and singapore, but the crew and pilots did a good job. the flight to amsterdam left much later because of bad weather at singapore, for almost half the flight we had a very bumpy and tiring flight but staff stayed polite and kept their friendly faces. my overall experience with sia was very good. next time this company will take me to australia again.",amsterdam|melbourn|via|singapor|singapor|airlin|wonder|flight|sq323|singapor|new|a350900|excel|plane|seat|52c|leg|room|suffici|cabin|crew|good|look|wellb|throughout|whole|flight|even|long|12hour|flight|one|food|delici|dietmeal|flight|took|great|care|one|minor|thing|toilet|a350|look|small|singapor|melbourn|sat|37g|older|version|b777300er|older|inflight|entertain|system|import|enough|legroom|knee|stuck|seat|front|cabin|crew|good|food|excel|hour|flight|blink|return|flight|melbourn|singapor|chang|seat|day|sat|window|seat|b777300er|look|modern|legspac|much|way|melbourn|pleasant|flight|pleasant|cabin|crew|last|hour|bumpi|flight|thunderstorm|indonesia|singapor|crew|pilot|good|job|flight|amsterdam|left|much|later|bad|weather|singapor|almost|half|flight|bumpi|tire|flight|staff|stay|polit|kept|friendli|face|overal|experi|sia|good|next|time|compani|take|australia,134,18,positive,0.9802,0.3326277777777778,0.9802,0.3446666666666667
Air Canada rouge,Economy Class,,15th May 2014,2,1,0,Canada,2.0,no,"These seem to be very old aircraft repainted though refurbished with the slim line seats which are perfect for slim line passengers - which I am not even though only 5'3"" my knees are touching the seat in front. In the washrooms the doors still had an old metal ashtray. Crew is apparently paid to smile and be friendly. But after a half hour sitting on the runway they disappear and reappear when it's time to sell the $10 chicken wraps. I don t mind getting a low-cost carrier but if I don't get the low cost what is the use?",,1,2,Air Canada rouge customer review,,,1,0,da757faf-f894-4b8c-8dc8-fa030c6cf42d,seem old aircraft repainted though refurbished slim line seat perfect slim line passenger even though 53 knee touching seat front washroom door still old metal ashtray crew apparently paid smile friendly half hour sitting runway disappear reappear time sell 10 chicken wrap mind getting lowcost carrier dont get low cost use,"these seem to be very old aircraft repainted though refurbished with the slim line seats which are perfect for slim line passengers - which i am not even though only 5'3"" my knees are touching the seat in front. in the washrooms the doors still had an old metal ashtray. crew is apparently paid to smile and be friendly. but after a half hour sitting on the runway they disappear and reappear when it's time to sell the $10 chicken wraps. i don t mind getting a low-cost carrier but if i don't get the low cost what is the use?",seem|old|aircraft|repaint|though|refurbish|slim|line|seat|perfect|slim|line|passeng|even|though|53|knee|touch|seat|front|washroom|door|still|old|metal|ashtray|crew|appar|paid|smile|friendli|half|hour|sit|runway|disappear|reappear|time|sell|10|chicken|wrap|mind|get|lowcost|carrier|dont|get|low|cost|use,51,5,negative,0.6213,0.24686,0.5379,0.21715999999999996
American Airlines,Economy Class,November 2017,19th December 2017,0,0,1,UnitedStates,1.0,no,"I fly AA moderately regularly between Philadelphia and San Diego. I often travel with surfboards and pay the $150 each way for this service ($200 internationally). However, AA takes no responsibility for damage to the surfboard even though I am effectively paying for an additional ticket to travel. I think this is completely messed up. This past trip I took a board out to my daughter that she built this past summer. It was packed exceptionally well. Wrapped in bubble wrap, covered in cardboard on all surfaces and more bubble wrap on the rails of the board and the whole thing put into a padded surfboard travel bag. Got it to San Diego and the rails were crushed in two places and there was a big heel dent in the bottom on the board. It was like the baggage handlers went out of their way to destroy the surfboard. OK, AA will pay the damages. Nope, the fine print says they are not responsible and they turn their backs. That's it. Game over. I hate AA big time. But there is no other choice. Good luck.",Philadelphia and San Diego,3,5,I hate AA big time,Family Leisure,Trip Verified,1,0,b8258aef-16fe-4f24-b37b-1fdf0bb01421,fly aa moderately regularly philadelphia san diego often travel surfboard pay 150 way service 200 internationally however aa take responsibility damage surfboard even though effectively paying additional ticket travel think completely messed past trip took board daughter built past summer packed exceptionally well wrapped bubble wrap covered cardboard surface bubble wrap rail board whole thing put padded surfboard travel bag got san diego rail crushed two place big heel dent bottom board like baggage handler went way destroy surfboard ok aa pay damage nope fine print say responsible turn back thats game hate aa big time choice good luck,"i fly aa moderately regularly between philadelphia and san diego. i often travel with surfboards and pay the $150 each way for this service ($200 internationally). however, aa takes no responsibility for damage to the surfboard even though i am effectively paying for an additional ticket to travel. i think this is completely messed up. this past trip i took a board out to my daughter that she built this past summer. it was packed exceptionally well. wrapped in bubble wrap, covered in cardboard on all surfaces and more bubble wrap on the rails of the board and the whole thing put into a padded surfboard travel bag. got it to san diego and the rails were crushed in two places and there was a big heel dent in the bottom on the board. it was like the baggage handlers went out of their way to destroy the surfboard. ok, aa will pay the damages. nope, the fine print says they are not responsible and they turn their backs. that's it. game over. i hate aa big time. but there is no other choice. good luck.",fli|aa|moder|regularli|philadelphia|san|diego|often|travel|surfboard|pay|150|way|servic|200|intern|howev|aa|take|respons|damag|surfboard|even|though|effect|pay|addit|ticket|travel|think|complet|mess|past|trip|took|board|daughter|built|past|summer|pack|except|well|wrap|bubbl|wrap|cover|cardboard|surfac|bubbl|wrap|rail|board|whole|thing|put|pad|surfboard|travel|bag|got|san|diego|rail|crush|two|place|big|heel|dent|bottom|board|like|baggag|handler|went|way|destroy|surfboard|ok|aa|pay|damag|nope|fine|print|say|respons|turn|back|that|game|hate|aa|big|time|choic|good|luck,99,16,negative,-0.4266,-0.150275,-0.4266,-0.150275
Aeromexico,Economy Class,November 2018,6th December 2018,5,1,1,UnitedStates,1.0,no,"Reynosa to Mexico City. I flew with Aeromexico for the first and it was the worst experience ever. We went from Miami to Mexico City and it was fine but from there our flight to Reynosa was delayed so we booked another one. When we booked another we didn’t receive any sort of receipt or proof of flight so we went to check what departures are leaving soon and the flight that we apparently booked was until 3 days later and we had plans so we couldn’t wait. We took an autobus from Mexico City to Reynosa and it took 15 hours. Now that we are there we do everything we wanted to and our flight back was the worst. We had flights from Reynosa to Mexico City and from Mexico City to Miami. We weren’t allowed to board the plane because we didn’t verify that we were actually in Reynosa since we never took the flight, they used the excuse that they sold our tickets and we couldn’t do anything about. So the next day we went back and everything was fine and we got home. Never flying with Aeromexico again, worst experience, next time I’m taking American Airlines.",Reynosa to Mexico City,2,3,worst experience ever,Family Leisure,Trip Verified,1,1,6d6a8988-1f65-416f-b439-e888d57b6b95,reynosa mexico city flew aeromexico first worst experience ever went miami mexico city fine flight reynosa delayed booked another one booked another ’ receive sort receipt proof flight went check departure leaving soon flight apparently booked 3 day later plan ’ wait took autobus mexico city reynosa took 15 hour everything wanted flight back worst flight reynosa mexico city mexico city miami ’ allowed board plane ’ verify actually reynosa since never took flight used excuse sold ticket ’ anything next day went back everything fine got home never flying aeromexico worst experience next time ’ taking american airline,"reynosa to mexico city. i flew with aeromexico for the first and it was the worst experience ever. we went from miami to mexico city and it was fine but from there our flight to reynosa was delayed so we booked another one. when we booked another we didn’t receive any sort of receipt or proof of flight so we went to check what departures are leaving soon and the flight that we apparently booked was until 3 days later and we had plans so we couldn’t wait. we took an autobus from mexico city to reynosa and it took 15 hours. now that we are there we do everything we wanted to and our flight back was the worst. we had flights from reynosa to mexico city and from mexico city to miami. we weren’t allowed to board the plane because we didn’t verify that we were actually in reynosa since we never took the flight, they used the excuse that they sold our tickets and we couldn’t do anything about. so the next day we went back and everything was fine and we got home. never flying with aeromexico again, worst experience, next time i’m taking american airlines.",reynosa|mexico|citi|flew|aeromexico|first|worst|experi|ever|went|miami|mexico|citi|fine|flight|reynosa|delay|book|anoth|one|book|anoth|receiv|sort|receipt|proof|flight|went|check|departur|leav|soon|flight|appar|book|day|later|plan|wait|took|autobu|mexico|citi|reynosa|took|15|hour|everyth|want|flight|back|worst|flight|reynosa|mexico|citi|mexico|citi|miami|allow|board|plane|verifi|actual|reynosa|sinc|never|took|flight|use|excus|sold|ticket|anyth|next|day|went|back|everyth|fine|got|home|never|fli|aeromexico|worst|experi|next|time|take|american|airlin,92,10,negative,-0.9343,-0.18334,-0.936,-0.18684
China Southern Airlines,Economy Class,April 2016,23rd April 2016,3,3,5,China,9.0,yes,"✅ , |  I was on CZ347 Guangzhou to Paris on my personal holiday trip. The flight was wonderful in that ground/check-in service and directions were clear, cabin crew was really nice and helpful. However, there are 3 drawbacks from my point of view. The first would be the the food might not meet most people´s expectation. The second would be some of the equipment might not be maintained really well as my wife´s IFE touch screen wouldn´t work. The third one is that I rememeber that during my previous flights to Paris there were always one or two French cabin steward helping out, while not in my flight this time. Strongly suggest to keep them.",CAN to CDG,4,5,crew was nice and helpful,Couple Leisure,,5,0,b74f9ce9-6d4e-46e4-9350-d7a7dbfd58c5,✅ cz347 guangzhou paris personal holiday trip flight wonderful groundcheckin service direction clear cabin crew really nice helpful however 3 drawback point view first would food might meet people´s expectation second would equipment might maintained really well wife´s ife touch screen wouldn´t work third one rememeber previous flight paris always one two french cabin steward helping flight time strongly suggest keep,"✅ , |  i was on cz347 guangzhou to paris on my personal holiday trip. the flight was wonderful in that ground/check-in service and directions were clear, cabin crew was really nice and helpful. however, there are 3 drawbacks from my point of view. the first would be the the food might not meet most people´s expectation. the second would be some of the equipment might not be maintained really well as my wife´s ife touch screen wouldn´t work. the third one is that i rememeber that during my previous flights to paris there were always one or two french cabin steward helping out, while not in my flight this time. strongly suggest to keep them.",cz347|guangzhou|pari|person|holiday|trip|flight|wonder|groundcheckin|servic|direct|clear|cabin|crew|realli|nice|help|howev|drawback|point|view|first|would|food|might|meet|people´|expect|second|would|equip|might|maintain|realli|well|wife´|ife|touch|screen|wouldn´t|work|third|one|rememeb|previou|flight|pari|alway|one|two|french|cabin|steward|help|flight|time|strongli|suggest|keep,59,7,positive,0.9631,0.3169571428571429,0.9587,0.3145428571428571
Air New Zealand,Economy Class,January 2023,17th January 2023,1,1,1,NewZealand,1.0,no,"Disgusting customer service, if they have any at all. They canceled my second flight and left me with a 6 hour layover and this meant I would miss my event. I tried to call them about it and waited over 4.5 hours on hold, until I eventually gave up. I emailed them and received a reply that it would take 15 to 20 business days for them to answer! If you can, fly with anyone else other than them.",Whangarei to Auckland via Christchurch,1,1,Disgusting customer service,Solo Leisure,Not Verified,1,1,fe1a5858-346d-4fe1-b3e5-5f8d87112c31,disgusting customer service canceled second flight left 6 hour layover meant would miss event tried call waited 45 hour hold eventually gave emailed received reply would take 15 20 business day answer fly anyone else,"disgusting customer service, if they have any at all. they canceled my second flight and left me with a 6 hour layover and this meant i would miss my event. i tried to call them about it and waited over 4.5 hours on hold, until i eventually gave up. i emailed them and received a reply that it would take 15 to 20 business days for them to answer! if you can, fly with anyone else other than them.",disgust|custom|servic|cancel|second|flight|left|hour|layov|meant|would|miss|event|tri|call|wait|45|hour|hold|eventu|gave|email|receiv|repli|would|take|15|20|busi|day|answer|fli|anyon|els,34,5,negative,-0.6476,-0.13596,-0.6476,-0.13596
Jet Airways,Economy Class,January 2017,8th January 2017,2,3,1,SouthAfrica,3.0,no,"Goa to Mumbai with Jet Airways. Flight delayed (2 hours going, 5 on return) due to lack of crew while plane sat on tarmac - effectively very bad scheduling and logistics management by airline. Lack of information, information only available either by word of mouth from other customers or interrogation of boarding staff - no imformation made over microphone. Boarding times inconsistent with flightstats.com which was always indicating later times, and staff were deliberately creating false hope of an earlier boarding time, and then bumping the time to meet the actual boarding time.",GOI to BOM,3,3,very bad scheduling and logistics,Couple Leisure,,3,1,0730fc95-cc76-4483-9374-4959464957c9,goa mumbai jet airway flight delayed 2 hour going 5 return due lack crew plane sat tarmac effectively bad scheduling logistics management airline lack information information available either word mouth customer interrogation boarding staff imformation made microphone boarding time inconsistent flightstatscom always indicating later time staff deliberately creating false hope earlier boarding time bumping time meet actual boarding time,"goa to mumbai with jet airways. flight delayed (2 hours going, 5 on return) due to lack of crew while plane sat on tarmac - effectively very bad scheduling and logistics management by airline. lack of information, information only available either by word of mouth from other customers or interrogation of boarding staff - no imformation made over microphone. boarding times inconsistent with flightstats.com which was always indicating later times, and staff were deliberately creating false hope of an earlier boarding time, and then bumping the time to meet the actual boarding time.",goa|mumbai|jet|airway|flight|delay|hour|go|return|due|lack|crew|plane|sat|tarmac|effect|bad|schedul|logist|manag|airlin|lack|inform|inform|avail|either|word|mouth|custom|interrog|board|staff|imform|made|microphon|board|time|inconsist|flightstatscom|alway|indic|later|time|staff|deliber|creat|fals|hope|earlier|board|time|bump|time|meet|actual|board|time,57,5,negative,-0.5413,-0.10828000000000002,-0.6478,-0.15102
Allegiant Air,Economy Class,February 2018,24th February 2018,1,1,1,UnitedStates,1.0,no,"Flew Allegiant Air from Raleigh to New Orleans. Had to wait an hour and a half for check in to begin. Way too many fees for everything. Too afraid to even use the restroom because there is probably a fee associated with using the toilet paper. Barely had time to get through TSA because the counter doesn’t open until two hours before the flight leaves. Took an hour through TSA. I almost missed my flight because they are lazy and won’t work or allow people to check bags 3 hours before. Come on, you really can’t pay someone an extra hour so we can check in? I will never fly here again. Yes, the ticket was cheaper but by the time you add all the fees and time you’re waiting, it’s not worth it.",Raleigh to New Orleans ,1,1,it’s not worth it,Couple Leisure,Trip Verified,1,1,0b85fbed-cd79-4c4d-b543-45a8e9acc9a0,flew allegiant air raleigh new orleans wait hour half check begin way many fee everything afraid even use restroom probably fee associated using toilet paper barely time get tsa counter ’ open two hour flight leaf took hour tsa almost missed flight lazy ’ work allow people check bag 3 hour come really ’ pay someone extra hour check never fly yes ticket cheaper time add fee time ’ waiting ’ worth,"flew allegiant air from raleigh to new orleans. had to wait an hour and a half for check in to begin. way too many fees for everything. too afraid to even use the restroom because there is probably a fee associated with using the toilet paper. barely had time to get through tsa because the counter doesn’t open until two hours before the flight leaves. took an hour through tsa. i almost missed my flight because they are lazy and won’t work or allow people to check bags 3 hours before. come on, you really can’t pay someone an extra hour so we can check in? i will never fly here again. yes, the ticket was cheaper but by the time you add all the fees and time you’re waiting, it’s not worth it.",flew|allegi|air|raleigh|new|orlean|wait|hour|half|check|begin|way|mani|fee|everyth|afraid|even|use|restroom|probabl|fee|associ|use|toilet|paper|bare|time|get|tsa|counter|open|two|hour|flight|leaf|took|hour|tsa|almost|miss|flight|lazi|work|allow|peopl|check|bag|hour|come|realli|pay|someon|extra|hour|check|never|fli|ye|ticket|cheaper|time|add|fee|time|wait|worth,66,9,negative,-0.3053,-0.06372222222222221,-0.3053,-0.06372222222222221
