AirlineName,CabinType,OverallScore,Recommended,Review,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_score,sentiment_label,recommend_sentiment_consistency,rating_sentiment_note
Allegiant Air,Economy Class,3.0,no,"Cheap flight, you get what you pay for. flight was direct. flight was pleasant. I was not happy with customer service took me three days to get through. and I only got through because I eventually just picked the Spanish option and luckily the person spoke English. Do not I repeat do not get a car rental through allegiant i asked multiple times that if i needed the car for less time than needed will i be reimbursed they said okay. i got the rental for 2 days and a half total was 250 dollars. which was fine. I only ended up using the car for 5 hours. i was still billed for 2 days and a half. please go directly to the car rental place. my bill would have only been 120.",0.031,0.881,0.088,0.8021,positive,possible_mismatch,low_rating_but_positive_text
Southwest Airlines,Economy Class,1.0,no,"Rather than give me alternatives to solve my ticketing questions, they just hung up on me. American Airlines took care of me in about 6 minutes. Customer service is a wonderful thing. Southwest was built on customer service, it's a shame they've forgotten that.",0.095,0.74,0.165,0.5719,positive,possible_mismatch,low_rating_but_positive_text
Frontier Airlines,Economy Class,1.0,no,"I have made multiple attempts to book round-trip flights for 2 adults and 2 children (ages 3 and 11) from RDU to PHX through the Frontier website. We chose days when “Kids Fly Free” if you have a Discount Den membership and purchase 2 adult Discount Den tickets. Each time I try to book the flight, the “Kids Fly Free” discount is not applied. My husband and I have attempted to call the booking line to 5 times (no exaggeration) to request assistance with booking the flight. Each time, we speak with a friendly representative who apologizes for the issue and states that he/she can’t correct the problem, and we will have to speak with someone in the “Discount Den Department.” At this time, we are placed on hold and either immediately disconnected before reaching the Discount Den representative, or we reach the Discount Den representative and are disconnected within seconds of connecting with the representative. We have sent a feedback message through the website to request assistance with this matter and received an auto-response email stating that we will hear back from someone within 10 days or our email. Not surprisingly, we have heard nothing! I guess we will need to look for tickets elsewhere.",0.021,0.932,0.047,0.5313,positive,possible_mismatch,low_rating_but_positive_text
Mango Airlines,Economy Class,4.0,no,"I flew to Lanseria from Cape Town to see my sister who lives nearby and onward to New Zealand out of JNB the next day. I'd previously done the flight with Kulula, the only other airline flying this route and thought I would give Mango a try. Unfortunately Mango have overlooked the fact that some passengers on their budget flights inside South Africa use their flights as connecting flights to international flights and their draconian limits on both checked-in and carryon luggage make this a very bad fit. Kulula are also a budget airline but I have always been treated with some empathy from them when I mention my 23kg suitcase and 2 items of carryon (overnight bag and separate laptop) are associated with a longhaul flight. The Mango groundstaff in Cape Town were rude and unsympathetic. Luckily I was at the airport early and takeoff was delayed 1 hr as I was made to repack and redistribute items between bags on the floor in front of the sultry check-in lady 5 times all the while with she laughed and chatted away to colleagues. Eventually she let me go without a smile, thank you or good wish. A pity really- as has been reported on this blog the pilots are jovial, polite and informative pointing out geographical features on the route and our pilot and the cabin crew were great. What could have been the first of many flights on Mango was negated by a member of groundstaff whose bad attitude ruined the experience.",0.097,0.81,0.093,0.4044,positive,possible_mismatch,low_rating_but_positive_text
Turkmenistan Airlines,Business Class,3.0,no,Flight out of Heathrow was in economy flight nowhere near full so had 3 seats to myself food surprisingly top quality but service lacked friendliness. Cabin was shabby and in need of refurbishment! Pilots made no announcements. Flight back to Heathrow I was upgraded to business class without asking. The seat was obviously bigger but lacked the foot extension you get with Emirates business class the seat was also in need of replacement due to shabby arm rests. Service on return flight was very good flight attendants friendly and spoke fluent English. Food plentiful and a choice of three dishes also provided with a flight pack pillow and blanket. All in all flight home was great because of the comfy seat that allows some chance of sleep. My biggest gripe is after checking the web for info on the 757-200 the aircraft is around 20 years quite old but the planes look it.,0.016,0.844,0.14,0.9692,positive,possible_mismatch,low_rating_but_positive_text
Etihad Airways,Economy Class,2.0,no,EY141 to Toronto - Sept 23 2014. Flight attendant ignored me (seated by window) a few times as they brought snacks and drinks to the two men beside me. I had to speak up and do a hand signal for them to attend to me. The light call for an attendant was ignored for over an hour that I had to flick the switch on and off after that to even get their attention as I was just too parched and finally when they showed up I had to asked for 2 full glasses of water. It was pretty slow service all along. Even retrieval of food trays took ages. The meals were unappealing compared with other airlines I've flown with previously - and 2x they did not give me an choice but just gave me whatever. I do not know why and at this point I could not care - as I feel I have a better choice of airlines in the future.,0.039,0.914,0.047,0.32,positive,possible_mismatch,low_rating_but_positive_text
Libyan Airlines,,3.0,no,Manchester to Tripoli Airbus A320. Plane was a little old and tired looking. Only 15 passengers on board and I was the only one in Business Class. Seats were OK food was fine. The flight took off on time and arrived in Tripoli on time. Based on costs and timings this was very good value compared to British Airways.,0.039,0.803,0.158,0.7887,positive,possible_mismatch,low_rating_but_positive_text
Etihad Airways,Economy Class,5.0,no,"Abu Dhabi to Sydney. I expected much. Great plane, I thought, special service level, I thought - but it was really disappointing. The staff are not friendly, the seats are unsuitable for a 14 hr flight, the food supply is mediocre. Only plus is the entertainment system, including ""live"" world cup football. For future long flights I will definitely choose another airline.",0.108,0.738,0.154,0.3545,positive,possible_mismatch,normal
Spirit Airlines,Economy Class,3.0,no,Low fare comes with really low quality service. It took more than 40 mins to get our luggage. Moreover the officers spirit airlines at Philadelphia airport was closed and no one was there to answer our questions. I used to travel in spirit for its low fare and good service. It’s time to switch to another airline for faster turnaround time and good service.,0.119,0.757,0.124,0.1045,positive,possible_mismatch,low_rating_but_positive_text
Thomas Cook Airlines,Economy Class,,no,Having flown with TC every year for 6 year to the canaries we decided on Mexico 5/11/2014 from Manchester I have to say it was a senior crew inbound and outbound they were fantastic a real credit to TC the flight was ok but the seating so tight and uncomfortable by the time we arrived my husband said never again we ask people who has upgraded they said not much better The holiday was great. We loved Mexico and would like to go back don't think my husband will return.,0.062,0.727,0.211,0.9485,positive,possible_mismatch,normal
Delta Air Lines,Economy Class,1.0,no,"When we flew to MCO from STL with American was wonderful. Then we get ready to come back and with Delta. They took $1,178 twice out of my account for first class. Then the tickets did not change and I paid 31.98 for comfort seats. Well you guys got $2435 for two people to go from MCO to STL to ride in seats 32 A&B. How is that possible. I will never fly Delta again.",0.0,0.868,0.132,0.8689,positive,possible_mismatch,low_rating_but_positive_text
Frontier Airlines,Economy Class,1.0,no,"I used to like Frontier, and I would pick it over higher cost carriers. They had comfortable seats, their staff were pleasant and helpful, and I never had a problem with them. Then I flew them this weekend. It was the worst flying experience I have had. They charge you for everything, your seat, carry on luggage, a coke. We easily spent a couple of hundred dollars over the ticket price, so their ""low cost"" ticket turned out to be pretty expensive. Secondly, the seats are now just a frame with cheap plastic slung across it - it's very uncomfortable, they are packed in there, and you can't even recline. Thirdly, it's poorly run. At the airport, we had to wait in line for a half hour at the ticket counter, even though we had already checked in online and were just dropping off a bag. In short, pick any other airline-it will be cheaper in the end and you'll have a better experience.",0.051,0.827,0.122,0.9059,positive,possible_mismatch,low_rating_but_positive_text
Spirit Airlines,Economy Class,1.0,no,"The return flight was a complete nightmare. Started with delays and staff did not know why. Informed passengers we would have to stay in hotel or fly to first stop get on a bus to our final destination. Landed in Fort Lauderdale and as told by Spirit Airlines go to main customer service counter and they would have meal vouchers and bus vouchers ready. Well nobody gave us vouchers, supervisor was rude and said he could not honor such vouchers and made us wait over two hours and then never came back out to counter. It was unbelievable, we asked other Spirit Airlines reps and they kept saying to wait. I heard other customers complaining as well and vouchers in hand and told they would not honor due to misunderstanding. Some ticket counter agent sent us downstairs to another Spirit Airlines office where supposedly we received bus transportation voucher and we were told to wait outside bus would be there soon. Waited one hour and a no bus. Asked again and nobody could help and we were told go back upstream to ticket counter. In my entire traveling life I had never experienced such horrendous customer service. We decided to rent a car and drive to our final destination Orlando Fl. We will never fly Spirit Airlines again.",0.078,0.829,0.094,0.4211,positive,possible_mismatch,low_rating_but_positive_text
United Airlines,Economy Class,1.0,no,"Oklahoma City to Washington. Today I had the seemingly bad luck of flying with United.  After getting to the airport I found out my flight was cancelled. Once I found out I went to the nearest United ticket counter but on the way ran into a gate agent who said ""you should have known the flight was cancelled since 1pm."" I responded sorry I was at work I didn't know.  She tells me her plane is arriving which wasn't at the gate refused to help and does a slight jog to the gate and tells me to go back through security to the ticket desk.  Once I get to ticketing outside of security the agent simply keeps repeating that ""flight is cancelled due to weather"".  She reluctantly says after me asking repeatedly what does that mean, that I have to get myself a hotel for the night. She doesn't offer me any kind of information on how or who to call. She just ask if i was from there and I said no. After I ask another agent what does this mean she hands me a pink form with number and how to get a hotel. I then go back through security and once I look at the board I see a flight that will get me out of OKC with these very unhelpful United Employees. I call customer service and they rebook me on the IAH flight so I can get out of OKC and guess whose gate it is... The gate agent who says she was so busy even though the plane had not arrived and was being very dismissive The agent on the phone checked me in and I had them on speaker phone. I explained that to her and she goes policy is we can't let you on the flight because it's too close to departure. The same lady that told me I should have known in our previous encounter says says ""you should have called earlier."" I emphatically explain how when I'm checked in already and I'm on the phone with a United Employee. He was on speakerphone ""are they not letting you board? You are checked in."" She again says no and to talk to her supervisor and points. She says it's policy but then reluctantly walks over and let's me board as if she was doing me a favor.  Apparently policy didn't matter then and I wish the ordeal stopped there. When I get on the plane all of the bins are closed so I ask where can I put my bag. As far as I am concerned it could have been checked. The flight attendant gives me a bewildered how do I know look and ask what seat I'm in. It really didnt matter when I'm one of the last people on the plane and all bins are closed.  I go to my seat and open multiple bins only for her to to walk back and open one bin that has room and wasn't by my seat.",0.044,0.891,0.065,0.9435,positive,possible_mismatch,low_rating_but_positive_text
Jetstar Airways,Economy Class,1.0,no,Perth to Bali. This must be the worst airline that I have ever travelled with and I have not even left the ground yet! I make the booking for a pleasant time of day and even pay extra for the privilege then within a week they reschedule it to a horrible time. After four phone calls and several weeks of aggravation they finally manage get a booking on a flight leaving at 9 am - OK not a bad time. Then we arrive at the airport to be told that they have transferred our Aircraft to a domestic route and we are rescheduled from 9 am to 4 pm - OK Bali at 8 pm hotel at 10 not bad. Then an hour later they reschedule to 7 pm departure! Midnight at the hotel and a days leave wasted and I have not left home yet!,0.08,0.81,0.109,0.7043,positive,possible_mismatch,low_rating_but_positive_text
Etihad Airways,Economy Class,6.0,no,Melbourne to London. All in all decent experience. Crew were excellent on both legs especially considering that the Abu Dhabi leg was completely full. Good entertainment system and food not bad. The major drawback is the seat pitch. Seats themselves fine but when they're crammed it affects the whole experience. Might make me consider another carrier in the future for that reason.,0.0,0.853,0.147,0.778,positive,possible_mismatch,normal
Jetblue Airways,Economy Class,1.0,no,They held us at the gate in Miami at the arrival for over 2 hrs for no explanation. Airplane got filled with fumes after a while and was hard to breathe. Another incident with had from Cancun to LAX when they overhauled the luggag and waited for 3 hours to fix luggage issues offering people to remove their luggage. And they removed one of our luggage without asking. Just horrible airline.,0.063,0.899,0.038,0.0387,neutral,possible_mismatch,normal
WestJet Airlines,Economy Class,1.0,no,"My flight to Montreal from Calgary was delayed and I missed my connecting flight to Boston as a result. I went through US pre-clearance in Montreal in an attempt to get to the gate to speak to a Westjet representative. Imagine my surprise when there were no Westjet representatives at the gate or in US departures section of Montreal airport. Instead, another customer and I attempted to call Westjet to attempt to enquire about our bags and alternatives, but were put on hold for upwards of 15 minutes and it was only after a United Airlines representative helped us out that we were able to enter Canada again in order get to the arrivals baggage carousel in Montreal. We then went to the Westjet counter at arrivals, again, the counter was empty and another United representative had to call a Westjet representative in Montreal. It took another 20 minutes for one to amble over to the abandoned Westjet counter at arrivals. It took over one and a half hours to talk to someone in person, by which time it was too late to even consider other Westjet flights to Boston. Of the four customers who were let down by your service, two are driving back to the United States and the other bought a last minute ticket with Air Canada. I am now stranded in Toronto until 1/5, where I was rerouted to. The process of ensuring I had a place to sleep and food to eat tonight was also ridiculous, I was only able to secure meal vouchers - despite asking specifically about them at Montreal and the Westjet rep there assuring me that they would be provided - after haggling with Westjet representatives at Gate B26 in Toronto. Again, another example of a failure at communication within Westjet. It is disgraceful that I was only able to access the right people via United representatives, who were infinitely more helpful than any of the non-existent reps at US departures in Montreal. Tight connections seem to be a recurring issue with Westjet. It is irresponsible of the airline to sell connecting flights when the second flight departs less than an hour from the landing time of the previous one. This would be an issue even without any delays but seeing as I have been delayed multiple times with Westjet (my previous flight from Boston > Toronto > Calgary being another example), it is frankly dumbfounding that the airline still has the gall to sell these flights. I do not plan on flying with Westjet again and will be encouraging my friends and family in the United States and Canada to similarly take their business elsewhere.",0.055,0.86,0.086,0.9592,positive,possible_mismatch,low_rating_but_positive_text
PLAY,Economy Class,1.0,no,"We arrived 6 hours early and was told that all flights were cancelled and that they would try for the next day, but all of the flights were booked for the rest of the week so it wasn't possible for us to get it rebooked or to get to our destination without spending an extra $2000 on top of the refund we are now getting. We didn't get any notifications, was told that if we book by third party they would notify the third party. We called the third party, the third party had no idea of what we were talking about. We even checked the flight schedule as we went to the airport as well, and it showed that it was on time. Had we been notified before, it would have all been fine, we wouldn't have to currently scramble for what we are doing the next week. There was no communication, we wasted a car rental, an additional hotel room on top of the other hotels we already had reserved in Iceland that could have been cancelled with refunds had we been notified. The lack of communication coupled with the fact you can't even get a real representative without going through the weird puffin AI agent is enough to tell me that this is not an airline worth booking with, and if anything, it is better spent at another airline where actual people work at, and can talk with you, is worth whatever extra cost it may be (and let me assure you I highly doubt the price differential will be as much as it has been for us to make sure that we have a place to stay especially since it is Christmas.",0.076,0.815,0.11,0.9024,positive,possible_mismatch,low_rating_but_positive_text
