AirlineName,CabinType,OverallScore,Recommended,Review,sentence_count_period,proxy_label,vader_original_full,vader_original_sentence_avg,vader_adjusted_full,vader_adjusted_sentence_avg,vader_final_score,vader_final_label,vader_final_score_source,vader_final_threshold,dataset_label_recommended,dataset_label_rating,dataset_label_high_confidence,dataset_label_consistency
Malaysia Airlines,Business Class,1.0,yes,KL to Beijing return A330 each way. Outbound flight only half full and being the redeye there were plenty of empty rows in the center so wife and kids slept nearly the whole way. I ended up wandering up to business only about a third full to chat with a friend I happily realised was aboard also and stayed about 4 hours and the crew were fine with that. Tasty meal kids pack and more than enough booze thank you. Inbound flight was 6am so very full yet tasty breakfast and OK coffee kids happy with the entertainment.,5,unknown,0.9574,0.36854,0.9524,0.36262,0.9574,positive,vader_original_full,0.05,positive,negative,unknown,conflict
Wizz Air,Economy Class,4.0,yes,I flew from Iasi to Luton. The stewardesses are generally unprofessional. They spoke loud all the fly and laughing considerably witch doesn't look very professional. When they needed to speak they even couldn't finish their script and start laughing. At the end of the flight one of the other passengers become aggressive. One of the stewardesses instead of staying calm and managing the situation started to scream and threatening us that no one will leave the air plane until police will come. She started screaming to other passengers to manage the lady themselves is like was the other passengers job not their job. One of the stewardesses was also nearly crying. Now I am wondering myself if they react like that were there wasn't any imminent danger how they react in a real emergency situations. Their behaviour was like someone was taken from the street without any training and placed to do a stewardess job. Such a lack of professionalism never seen in my life. Very disappointed.,12,unknown,-0.8809,-0.1157,-0.8911,-0.129025,-0.8809,negative,vader_original_full,0.05,positive,negative,unknown,conflict
Virgin Atlantic,Business Class,3.0,yes,"Plane is great, staff are excellent, lounge at LHR best in class. Website used to work well. Now it looks great but our experience with customer support especially with regards to problems with bookings, logging into my account, using air miles etc. has been appalling. I have wasted in excess of 2 to 3 days of office time over a period of 2 months trying to login into my account with no one in the IT backroom being able to 'fix' my account so I could use the 300K+ air miles in my account to book flights. No apologies from the IT office, who put the front of house team who are generally excellent into a terrible position with clients phoning in. Latest firago is that the 'computer' has moved my seats on both outward and return sectors to opposite sides and ends of Upper Class and again no one can fix this. It also made me 17 years younger, deleted all of my passport details, made my travelling companion to have no gender, wrong age and also no passport. I have travelled with Virgin Atlantic from the very beginning. Always loved both the flights, the lounge and the bookings staff. Now their customer service when booking over the phone is grossly undermanned - average time to answer is 10/15mins+ and the bookings staff are virtually powerless to do anything with regards to bookings made via the website. Overall experience - customer interface zero to negative. Hopefully my flight will be was good as usual. Virgin are starting to make BA look attractive and I never thought I would say that.",14,unknown,-0.1087,0.0288428571428571,0.0455,0.0345857142857142,-0.1087,negative,vader_original_full,0.05,positive,negative,unknown,conflict
Emirates,Economy Class,4.0,yes,"Very disappointed when I approached the stewardess, (who was talking and laughing with a colleague) and asked for a red wine. She responded by saying, ‘it will be easier if you just go and ask at the kitchen at the back! Not the service you expect from Emirates.",2,unknown,0.4402,0.21275,0.4402,0.21275,0.4402,positive,vader_original_full,0.05,positive,negative,unknown,conflict
British Airways,Economy Class,2.0,yes,"London to Milan Linate. I landed in London after taking connecting flights from Orange County California to Dallas and then Dallas to London both on American. I landed in London at 1:15 P.M. This flight did not leave until 6:30 P.M. I went to the British Airways help desk and asked if I could get on the 3:00 flight. They told me to go to the gate and wait to see how full the flight was before the flight as I had only one carry one and nothing checked. I went to the gate just before boarding and they told me that it was impossible as I would have had to go to the ticket area at least an hour before to change the ticket. So I had to wait another 3 hours. I have now been traveling for 18 hours. At the gate for boarding they looked at the bag and said I would have to check it. I explained that it is a regulation carry on bag and it was on the last two flight and I have had the same bag on over 30 flights as carry on. I explained that it was on the last to connecting flights and I have been traveling for a long time and did not want to wait a long time for my bags as I will be getting in late. They were very rude and tagged the bag but still gave it to me to carry down to the tarmack and get on the bus to the plane. I decided to carry it on to the plane. It fit easily in the overhead as it has for every other flight (there were other bags that were bigger than mine. They actually came on the plane and took the bag off and put in in the cargo hold. If that wasn't annoying enough, I could not believe I asked for water to take a pill and they charged me for a bottle of water. They also charged the woman next to me for a cup of tea. I could understand this possible on one of the discount airlines but this was British Airways. To end my frustration it took almost an hour to get my bag as the belt stopped halfway through the process. I am a travel agent and will never book for someone else or myself unless there is no other viable choice.",23,unknown,-0.5854,-0.0128173913043478,-0.6216,-0.0134130434782608,-0.5854,negative,vader_original_full,0.05,positive,negative,unknown,conflict
Turkish Airlines,Business Class,3.0,yes,"Ankara to Istanbul on Turkish Airlines. Checked in at the business lounge entrance. I was helped by an agent who did not seem all that interested in her job and simply made a comment that my carry-on might be too heavy but offered no suggestions. Boarding was delayed due to late arrival of inbound aircraft. Once on board, it took another 45 minutes to depart bringing the the total delay to 70 minutes. Little to no explanation was provided by the crew. The hard product was a welcome change from the other business class configurations with seats offering more privacy and all with direct aisle access. Catering was efficient and exceptional for a short flight with a hot breakfast and multiple beverage options. FA’s were friendly and attentive. Flight landed late and it took forever to get to the gate and upon arrival we discovered we had to be bussed despite the aircraft being parked in front of an air bridge. Disembarking passengers were not offered much direction on which bus to get on. The bus ride took another 10 minutes and by this time the connecting passengers were scrambling for their flights. TK should be ashamed for forcing their customers to take a bus when the aircraft is sitting 10 feet away from an air bridge. Whilst the airport looks impressive, TK needs to get more efficient in the way they move their passengers. Overall a decent experience on board but an abysmal one on the ground.",15,unknown,0.8302,0.0329466666666666,0.7156,0.0246933333333333,0.8302,positive,vader_original_full,0.05,positive,negative,unknown,conflict
Air Canada,Business Class,3.0,yes,AC 811 from IST to YYZ on B767-300. The ground services in Istanbul are handled by a third party for Air Canada and are appalling. I am a top-tier AC frequent flyer and used the priority check-in which took an extraordinarily long time to process our party of 4 travellers. There were 5 agents behind the desk with only one dealing with the passengers and the rest simply watching. Boarding process was utterly chaotic with 9 agents in attendance and none of them at all interested in answering the queries from the passengers or helping them. I had to inquire 3 times about priority boarding before I was offered a snippy response. In one of those instances the agent made eye-contact and then simply walked away from me completely ignoring my question. The gate assigned for the flight was woefully inadequate to handle a Transatlantic flight. 200+ passengers were processed through a check-in facility more suited for commuter planes. We were eventually bussed to the aircraft adding further delays to a flight that was already delayed by 90 minutes. Once onboard the aircraft showed its age with tired interior worn-out PODS inoperable washrooms and dull lighting. FA's were very attentive and the AVOD selection offered plenty of options. Two meals and frequent water-runs were offered throughout the 11-hour long flight. The meals were mediocre at best but drink selection was good. The only redeeming aspect of the journey was the amazing Business Lounge operated by Turkish Airlines. The flight arrived late but we were lucky to make our connection. Air Canada must take a serious look at their ground service arrangement in Istanbul as it really gets the passengers off to an unpleasant experience.,17,unknown,0.7147,-0.0047647058823529,0.7512,0.0085470588235294,0.7147,positive,vader_original_full,0.05,positive,negative,unknown,conflict
easyJet,Economy Class,3.0,yes,Luton to Split with easyJet. After the debacle of checking in the bags that made us have to run for the plane with only minutes to spare. On arriving in Split discovered our bags did not make it onto the plane. So now in 40 degrees of heat with no change of clothes!,4,unknown,-0.3595,-0.089875,-0.3595,-0.089875,-0.3595,negative,vader_original_full,0.05,positive,negative,unknown,conflict
Delta Air Lines,Economy Class,4.0,yes,"Myself, my wife, our son and his girlfriend went Las Vegas 9-19 returning 9/23. Flight out no problem. nice flight, luggage secure. Return flight however a different story. Both my luggage lock and my son's were missing upon our return to DTW. These were TSA approved locks so if TSA felt the need to search all they had to do was unlock the locks, inspect and return the locks. But no. There was no ""Notice of Inspection"" in the luggage which leads me to believes Delta employees breached our bags. Nothing was missing from either bag? The thought of employees indiscriminately rummaging through our belongings is upsetting to say the least. Also, I had some OTC cold medications (Dayquil / Nyquil liquid) wrapped in a plastic grocery bay with the lids securely tightened. When I opened my bag the Dayquil had leaked all out of the bottle. A little escaped the grocery bag but could have been a huge mess. I fly Delta every time I fly as I am a Sky miles member. This episode is causing me to rethink my loyalty to this airline. Don't bother contacting customer service either.",15,unknown,0.5422,0.05336,0.5422,0.05336,0.5422,positive,vader_original_full,0.05,positive,negative,unknown,conflict
American Airlines,First Class,2.0,yes,Los Angeles to Dallas Ft Worth. It is a real pity to watch one of the old mainline US carriers continue to fall to new lows. The aircraft broke down and needed to be replaced. The flight was the best part of 5 hours late. Inflight service and ground handling was ordinary. Once upon a time America lead the world with customer service. American Airlines staff seemed to be so demotivated that they really have little interest in their customers. The whole lack of a service culture seems to filter through the airline. They just don't care. This happens far too often and they risk long term customers like me moving their business elsewhere.,10,unknown,-0.0663,-0.0166599999999999,-0.0663,-0.0166599999999999,-0.0663,negative,vader_original_full,0.05,positive,negative,unknown,conflict
Etihad Airways,Business Class,4.0,yes,Madrid to Abu Dhabi. The cabin crew service was good and that is about the only positive for this 7 hour flight.  Extremely uncomfortable seats in this aging aircraft. If you recline you cant get get out as there is no space and these seats are not worth the ticket price. We had flown to Madrid on the Boeing 787 which definitely had better seats. The food selection looked good but the quality was lacking. The Chicken Biryani was over-spiced ginger chicken pieces on boiled yellow rice - nothing even close to what a biryani should be. My partner had the Pumpkin Pasta which turned out to be under cooked. The Passion Fruit meringue was on a stone hard base. A very disappointing experience. The toilets on the rear side of the cabin had this foul smell. In the B777 the Business Class experience is not worth the price you pay.,12,unknown,0.0469,0.031575,0.5749,0.06605,0.0469,neutral,vader_original_full,0.05,positive,negative,unknown,conflict
TAP Portugal,Business Class,3.0,yes,"A lot might be said about travelling during pandemic times. It is hard for passengers, and hard for crews, as well as airlines management. I would like to point out how disappointing was my first trip on the new A330Neo by TAP: Business class cabin is an extremely high density place, much more packed than on their A330-200. There are so many passengers and they are so close each other that is now a noisy place. As a consequence, seats are too narrow. And place for legs and feet were not sufficient for me. I could not move at all (seat 5A). Feeling of a magnetic resonance imaging bed. I started to feel bad. This is a typical profit targeting mistake. It is no use paying for a business class ticket, if you cannot breath. Worse: as (I suppose) a pandemic protection, business class toilet was for crew only. 34 business class pax had to share 2 toilets with 80 Economy Extra pax. I let you guess the result after a 9 hours flight, as crew never cleaned. Which is by the way, a bad decision in Covid times. My opinion is that TAP Portugal, for the first time, is offering such a downgraded product in Business Class that they will lose their most loyal ( 40 years) customers. Do not pay for it, even cheap.",17,unknown,-0.551,-0.0783294117647058,-0.3933,-0.0645764705882352,-0.551,negative,vader_original_full,0.05,positive,negative,unknown,conflict
Lufthansa,Economy Class,4.0,yes,LH575 from Cape Town to Munich on Monday 10th March. Disappointed with overall service provided compared to price paid. Poor inflight entertainment drinks offered were few and far between and meals average at best.,3,unknown,0.2023,0.0409,0.2023,0.0409,0.2023,positive,vader_original_full,0.05,positive,negative,unknown,conflict
Emirates,Business Class,2.0,yes,A recent trip to Europe with Qantas/Emirates involved three legs with Emirates and one (Dubai to Sydney) with Qantas. Two of the Emirates legs were OK but the leg from Barcelona to Dubai was not up to any realistic standard for economy let alone business class. The food was barely edible (my wife's was inedible) and the service was appalling. No tea or coffee offered after the meal and resentment shown when my wife asked for some. They basically left us alone except for serving the meal. three previous flights with Emirates have been much better. other aspects of the flight (on time check in etc were fine and the Dubai terminal is excellent). The Qantas link with Emirates also works well if flying into Europe without having to go through London. Saves a lot of time.,9,unknown,0.2063,0.0012777777777777,0.2263,-0.0053888888888888,0.2063,positive,vader_original_full,0.05,positive,negative,unknown,conflict
airBaltic,Economy Class,1.0,yes,I booked AirBaltic Flight to travel from Berlin to Riga and two hour before the departure they cancelled the flight. I had a very important appointment at the Embassy regarding my Visa renewal. Because of their Flight cancellation I missed my appointment and the next appointment which I got after 4 weeks. Because of their cancellation I have to reschedule and re-book whole travel and accommodation. When I claim for my compensation they’re not ready to pay,5,unknown,-0.4443,-0.09602,-0.4443,-0.09602,-0.4443,negative,vader_original_full,0.05,positive,negative,unknown,conflict
Allegiant Air,Economy Class,1.0,yes,"Flew Allegiant Air from Columbus to Fort Lauderdale. I fly with this airline almost every month, due to my mother living in Florida, and, of course, the cost is typically much cheaper than other airlines. I've never had any issues, until this particular trip, when I was charged $100 to bring my daughter and I's luggage onto the aircraft. Mind you, I have never been charged, ever. The lady which charged me, stated there was no one, other than herself, which could stand as a manager to speak with me instead. She was beyond rude when I informed her of my frustration. She stated she could do nothing for me, and proceeded to slam my card back down onto the counter, after charging me. Again, I have never had any issues previously to this trip, but, at this point, I'm set back because of the faculty.",8,unknown,-0.7144,-0.2023374999999999,-0.6656,-0.1895874999999999,-0.7144,negative,vader_original_full,0.05,positive,negative,unknown,conflict
Nepal Airlines,Economy Class,4.0,yes,"Nice and clean aircraft, staff were friendly. There was limited leg room between the seats.",2,unknown,0.7783,0.3004,0.5994,0.237,0.7783,positive,vader_original_full,0.05,positive,negative,unknown,conflict
Norwegian,Economy Class,2.0,yes,"Oslo to Bergen with Norwegian. Hand luggage was 1 kg too heavy. Had to check it in at the gate. The CAD laptop which is 4kg had to be carried in to the plane without protection. The flight was taking place in a storm, and somehow the company found it safer to have the laptop loose in the cabin than inside a suitcase.",5,unknown,0.5719,0.12438,0.5719,0.12438,0.5719,positive,vader_original_full,0.05,positive,negative,unknown,conflict
Thai AirAsia,Economy Class,4.0,yes,Bangkok to Cochin. Flight departed on time. It was a very normal flight. Every thing was in order though there was some nasty co passengers Nothing more or less. I love Air Asia for the very affordable rates by which you can travel plenty. Have one concern that I felt that the cabin was very hot. Might be because the flight was full but need to set little bit lower temperature in such cases.,7,unknown,-0.3008,-0.0366714285714285,-0.1469,-0.0194571428571428,-0.3008,negative,vader_original_full,0.05,positive,negative,unknown,conflict
easyJet,Economy Class,2.0,yes,"Bristol to Alicante. Return flight on the 1st July was cancelled due to French Air Traffic Controllers - not EasyJet problem , I accept that but here we are 23rd July and I am still awaiting the refund that is due. There is no way to contact EasyJet other than their chat line - I have tried regularly with expected wait times from 243 minutes to over 600 minutes. Come on EasyJet get your act together.",4,unknown,-0.2194,-0.0156749999999999,-0.2194,-0.0156749999999999,-0.2194,negative,vader_original_full,0.05,positive,negative,unknown,conflict
Norwegian,Economy Class,4.0,yes,Gatwick-Oslo-Tromso-Bodo-Trondheim-Bergen-Gatwick. Trip started with 50-minute delay not told why. Service good staff friendly. Transfer in Oslo was painless. Oslo-Tromso an exit so excellent leg room. Tromso-Bodo-Trondheim. Got to the airport very early and had a pleasant wait fairly uneventful flight. Trondheim-Bergen friendly check-in staff and stewardesses. Bergen-Gatwick a comfy flight although I only had British Pounds left so couldn't have a meal.,9,unknown,0.9534,0.2671111111111111,0.9351,0.2295666666666666,0.9534,positive,vader_original_full,0.05,positive,negative,unknown,conflict
British Airways,Economy Class,4.0,yes,"✅ , |  London Heathrow to Larnaca. I went into the British Airways app on my phone 20 seconds after online check-in opened, and totally disappointed to see only 4 seats available to choose from. This is the second time this has happened with British Airways in the last few months, who really should not be offering an online check-in service if you not given a reasonable choice of seat selection! I called them to enquire why they do this, to which the reply was that most seats are ""restricted"" on online check-in. They did sort the seat I wanted however as I'm flying with my Mother who obviously I want to be sat next to. Yet when I looked yesterday at the option of paying £15 for a seat reservation before online check-in opens, there was a good choice available. If British Airways really want to charge extra for choosing a seat, and make it almost impossible to have a seat choice for those not paying, then they should abolish the online check-in as it's clearly not providing the service it should do - Online check-in means being able to choose from several seats, not being unacceptably limited to 4 seat choices only, just 20 seconds after online check-in has opened!",6,unknown,0.3583,0.0247666666666666,0.3583,0.0247666666666666,0.3583,positive,vader_original_full,0.05,positive,negative,unknown,conflict
American Airlines,Economy Class,3.0,yes,"Not the best long-haul experience. My seat was changed while boarding to a row far away from my travel companion, no explanation or apology was provided. Gate staff at PHL are extremely rude, bordering on hostile, and are in need of serious customer service retraining. I do not appreciate PHL gate staff barking orders at passengers and not using the PA system prior to a 9 and a half hour long-haul flight. Upon boarding, a passenger opened a box of very smelly food and proceeded to eat it during push back - flight attendants did nothing to intervene. The quantity of diner food items was very stingy for such a long flight, and I would have been starving if I did not bring my own food. Flight attendant servicing my row was also stingy with the complimentary wine - would not offer a refill until dinner service was completed. The trip back to the US was a completely different and very positive experience.",8,unknown,-0.9283,-0.2385375,-0.913,-0.226225,-0.9283,negative,vader_original_full,0.05,positive,negative,unknown,conflict
Delta Air Lines,Business Class,4.0,yes,"I Flew KLM/DL from Munich to New Orleans, via Amsterdam on KL 1790, DL 73 & DL 2316 on August 3, 2021. I did not choose this route, Delta cancelled the direct flights after I hade made the booking. Ok, there is a lot of paperwork and checking necessary at this time. I arrived at the airport in the time specified, only to find very few agents manning the booths, there was a long line at the Sky Priority desk, I'm quite sure 99% were not Sky Priority. After about a 30 minute wait, the line had hardly moved. At this point, I decided to jump the queue, as I am a Sky Priority passenger and was served as next in line (I normally do not do this). The same thing happened at Schiphol - at one point, there was only one person checking the paperwork for a full flight to the US, I suppose 300/400 people. I got through this line a little quicker, as I had left the lounge a lot earlier than I would normally do. Airlines pride themselves on Customer Service, well Customer Service starts as soon as you enter the airport. I have flown a lot over the years, mainly on Delta and their partner airlines, so I know what service should look like. Cabin service was ok, not particularly good. I am 86 and my wife is 84 and we select our routes, carefully with plenty of layover time, so we can have hassle free experiences. The ground experience was not one of those trips. The outgoing legs worked just fine.",14,unknown,0.847,0.1001571428571428,0.8003,0.0837928571428571,0.847,positive,vader_original_full,0.05,positive,negative,unknown,conflict
Sky Express Airlines,Economy Class,3.0,yes,"As a low cost airline it is good. But it is unacceptable that sports equipment has limitations. For a snowboard equipment the board should be only 110 meters. The average height of the board is 140-150, can someone explain this logic to me? Especially when they have flights to winter locations and you want to go and do winter sports.",4,unknown,-0.4854,-0.083225,-0.1655,-0.020425,-0.4854,negative,vader_original_full,0.05,positive,negative,unknown,conflict
Pegasus Airlines,Economy Class,4.0,yes,"Pros- Low cost Airline. Normally hassle free. Cons - I had booked the flight from Munich to Dammam via Istanbul and had paid for the check in Baggage while booking the ticket online. I was told that the check in bag would be booked till Dammam. But strangely at the Istanbul Airport, I was asked to take the checked in bag as hand bag for which I had to pay extra for the Evisa to get inside Turkey to take the checked in bag. Despite several inquiries with the Airline staff, no real reason or explanation given for this inconvenience.",6,unknown,-0.6264,-0.0263499999999999,-0.6264,-0.0263499999999999,-0.6264,negative,vader_original_full,0.05,positive,negative,unknown,conflict
Norwegian,Economy Class,3.0,yes,"Copenhagen to Los Angeles. $45  meal ripoff: The 3-course meal consisted of salad (very small portion with olive oil for dressing), the main meal (I had the beef which was ok) plus a drink (had a beer), and for dessert a very small brownie which one was supposed to wash down with coffee. I was still hungry. The meal was given in a box that opens in two halves. Ihad TV dinners for $2.95 that filled me up more. There is a snack 1-2 hours before the end of the flight which was just a sandwich, a brownie and coffee (regular size). For $45 I expected more. But one more bad experience: they skipped over me while serving the lunch boxes. Since not every passenger ordered the meal online, they used a list printout with the seat nbr and name (I suppose), so an oversight by the flight attendant can happen and is forgivable. When I made the attendant aware of it, she demanded I show my boarding pass and putting the onus of proof on me as though I tried to cheat the airline out of a meal. That said, I would probably fly with them again, but bring my own sandwiches.",12,unknown,-0.8397,-0.07765,-0.6946,-0.0537749999999999,-0.8397,negative,vader_original_full,0.05,positive,negative,unknown,conflict
Lufthansa,Business Class,4.0,yes,LH 465 from Orlando to Frankfurt on Nov 9th 2014. Despite their marketing campaign on many Lufthansa flights to the US and elsewhere there are still the old business class seats installed. I was on the Orlando - Frankfurt flight. Those seats are not good. Hard not good for sleeping not 180 degree flat but an inclined S form. Other airlines offer a much better business class for less money and on my next US flight I will definitely choose another airline if I find out that the airplane has the old seats. Lufthansa tickets in business class are generally high priced. so I would expect 180 degree seats. Service staff though is very well trained professional and food quality is good.,9,unknown,0.9198,0.0844777777777777,0.955,0.1036555555555555,0.9198,positive,vader_original_full,0.05,positive,negative,unknown,conflict
Emirates,Economy Class,4.0,yes,"I flew Emirates from Karachi to Dubai and onto Frankfurt on 07 Feb 2016. Flight was at 5.30 in the morning and check in started at 3.00. Obviously passengers expected some breakfast after takeoff but when the breakfast arrived I did not see anyone eating it because what was served was stale.  I am surprised why even the airline bothers to serve any food on this sector if there is nobody to check on what is being served. For an  airline like Emirates I expect a better standard than other airlines. The connecting flight to Frankfurt was at 8.40 on the A380 and I was pleasantly surprised on the good service by the cabin crew, as well as good food.",9,unknown,0.9753,0.1759333333333333,0.9753,0.1759333333333333,0.9753,positive,vader_original_full,0.05,positive,negative,unknown,conflict
Cathay Pacific Airways,Business Class,2.0,yes,We decided to fly Cathay Pacific based on its excellent reputation. Boy was I off base. Worst service at check in that I have ever experienced. I arrived luckily 2 hours before my flight. Told at check in that my flight was cancelled and that we had 15 minutes to make the earlier flight. The kicker was US$400 in overweight charges for 2 suitcases. We were told that before we left that since we had flown business to Taipei that the charges would be minimal. Great surprise. Pay up or be stranded in Hong Kong. Manager of zero assistance despite showing JFK boarding passes. Customer service on return home of no help either.,11,unknown,-0.0665,-0.0272272727272727,-0.2401,-0.0451181818181818,-0.0665,negative,vader_original_full,0.05,positive,negative,unknown,conflict
Aeromexico,Economy Class,2.0,yes,"Aircraft on Montreal to Mexico City was new, very confortable and great individual entertainment unit. The return aircraft from Mexico to Montreal was very, very old , uncomfortable, noisy, etc. I could not sleep a minute and still got pain in my back several days later. I wouldn't expect Aeromexico to assign such an old aircraft to an overnight international flight. At Mexico City airport the check in line was really long, and there were only 3 counters working for checking in 2 flights - one to Montreal, one to Toronto. Almost 50 minutes waiting for check in.",6,unknown,0.0772,-0.0437666666666666,0.1531,-0.0358666666666666,0.0772,positive,vader_original_full,0.05,positive,negative,unknown,conflict
United Airlines,Economy Class,4.0,yes,"Our United Airlines flight was delayed several times before finally being canceled, then was hurried to another terminal were we felt like we were a bother to the people they told us just go online it will fix the problem but alot of us wanted to be reassured there would be a flight in the morning. Was given discount rate vouchers for hotels but considering it was already midnight most of us chose to stay in the terminal, the bathrooms were blocked off or locked most of the night. They never offered blankets or pillows, we were on our own. We were here for about 12 hours with everything shut down, nothing eat or drink until morning for most - unless it was from a vending machine or to go from terminal A over to terminal A which is on the other side of the airport. We all thought that maybe when we did get under way, we might have gotten something on the flight - but nothing was offered, and real disappointing.",5,unknown,-0.5789,-0.10932,-0.25,-0.05354,-0.5789,negative,vader_original_full,0.05,positive,negative,unknown,conflict
Frontier Airlines,Economy Class,1.0,yes,"I had a flight from Raleigh to Denver on the 22nd of November 2019 where I picked up my daughter for Thanksgiving. My return flight was the same day with Frontier. It had already been a long day so I decided to upgrade to better legroom for the return flight (exit row). Upon boarding the aircraft and sitting down, I was informed that my daughter who is 6 years old was too young to sit in the exit row. I was not made aware of this until we were on the plane and I had already upgraded. The steward said I would have to swap with someone so I swapped with the couple in front of me and I was told to contact customer service in order to have the fee I paid for the upgrade refunded since I didn’t get to sit in the seat. Several attempts were made to call customer service over the holidays. Each met with an hour wait so I didn’t bother. Fast forward to today, the 30th where I finally make it through after sitting on hold for an hour. The first representative was from India, could barely speak English and after giving me the round about for 30 minutes, proceeds to transfer my call to god knows where and hangs up on me. At this point I’m livid but I call again. The second representative, of course, from India and can barely speak English. After going back and forth again I’m directed to put in a request via the website. They can’t solve it over the phone due to there not being any “official documentation that I didn’t get to sit in my seat”. Long story short, I’m probably screwed out of the money I paid to upgrade my seat due to their complete and utter incompetence/lack of effective resolutions. They’re unorganised, terrible customer service, incredibly uncomfortable flights and by far the worst airline to deal with. Do not fly with them. The money you save is not worth the hassles you may deal with. God help you if you travel with them and you run into any delays/issues. They will not help you resolve them because they already have your money. 0/10 across the board.",21,unknown,-0.8496,0.0214380952380952,-0.8094,0.0223380952380952,-0.8496,negative,vader_original_full,0.05,positive,negative,unknown,conflict
Delta Air Lines,Economy Class,2.0,yes,"This is about staff at The Atlanta airport. terminal D, gate 38 at 9:30 am. There was a female Delta assistant sitting at the gate and answering questions for customers. Her attitude was one like the customers were bothering her and she didn’t want to put much effort into helping them or speaking up. She appeared annoyed with me and two customers before me. I then observed her looking at her cell phone and not long after, she departed the area. It is stressful enough for travelers during this time to have employees of a respected airlines not want to do the job they are paid to do, and to come off with an attitude of indifference. She’s only getting a 2 since she actually did tell me what I needed.",8,unknown,-0.2076,-0.0250499999999999,-0.2076,-0.0250499999999999,-0.2076,negative,vader_original_full,0.05,positive,negative,unknown,conflict
Air India,Economy Class,1.0,yes,"New York to Hyderabad via Delhi. The lack of customer caring and the rudeness was appalling. My last name changed when I got married therefore my new passport has my married name. For some reason they would not accept the passport and my marriage certificate as a proof of that. My Indian visa is on my maiden name. I tried to reason with them that the US government takes security seriously and that they issued my new passport, drivers license, social security card etc. only after verifying everything. The airline demanded that I produce a court document showing name change - I dont have a court document nor does any one that I know. That is not what we do in the US for marital name change. They refused to let me get on the airplane with this reason. I was literally travelling to India for two days to attend to a family emergency and I couldn't make it. The worst part is the way the Air India staff in JFK treated me. One would expect that they would try and help the passenger but the person incharge  was extremely rude and treated me like I was not human. I was literally in tears explaining to them that I have traveled like this before and no other airline objected. Like banging your head on a wall",15,unknown,-0.61,-0.1133733333333333,-0.4734,-0.09988,-0.61,negative,vader_original_full,0.05,positive,negative,unknown,conflict
Emirates,Economy Class,4.0,yes,Traveled SIN-DXB-BCN and MXP-DXB-SIN on Economy. On the flight outbound nothing special besides the connection in Dubai the filthy and overcrowded toilets in DXB which is still not up to the standard of Changi in Singapore or HKIA and the wifi that I could never get going (and I wasn't the only one). On the flight DXB-BCN on the 380 they ran out of cold beers and had to serve warm beers declined the suggestion and opted for red wine which was also warm so I just asked for a glass of water hoping this one would be fresh. There seemed to be friction between the FA's as I was waiting for the toilet one was scolding the other in front of the passengers didn't look very professional. On the way back from MXP we got a remote stand and were transferred by bus. Nowhere to sit people sitting on the floor toilets were filthy and overcrowded. Managed to get to my gate (after a long walk) and boarded the flight. Nothing special the meal trays seem a lot skinnier than you get on Singapore Airlines or Qatar. FA's doing their job and that's it nothing like Thai Singapore or Cathay they are young but not very service oriented. And last but not least they lost my bag. I am not happy with the whole experience it is value for money because it is cheaper than most airlines but don't expect a whole new dimension it is just an OK airline with good value for money and an average service an extremely good brand positioning and an overrated self-attributed reputation with below average delivery. Business Class doesn't look anything special narrow seats on the 777 and if you're on the middle section you will be seated 3 abreast.,12,unknown,0.9375,0.0838916666666666,0.6171,-0.0231999999999999,0.9375,positive,vader_original_full,0.05,positive,negative,unknown,conflict
PLAY,Economy Class,2.0,yes,"From Dublin the flight was very good, the crew since the check-in was kind and friendly. I could not make my check-in on line, and they were very helpful. However, in Keflavik the staff checking passports asked in very rude way that I must pay for my hand bag. I was very surprised because no one in Dublin asked me for it. How after one flight I should pay for that. Never happened to me even in Ryanair. It was shame, he was very rude. (22nd Dec Dublin - Iceland - New York)",8,unknown,0.6519,0.0369125,0.4459,0.0437124999999999,0.6519,positive,vader_original_full,0.05,positive,negative,unknown,conflict
SriLankan Airlines,Business Class,4.0,yes,SIN-CMB in Business Class. I take this flight as it leave/arrives at good times and avoids overnight flying. They recently changed from A330 to A320 and there is a big difference. A320 is cramped no leg rests (in row 1) little recline lack of overhead storage embarkation is a zoo! Meals are now on trays rather than the A330 trolley service. Crew seemed overworked. This compares to intra-European biz class or US domestic biz class on cheaper airlines. I would only recommend this service due to departure times.,7,unknown,0.1951,0.0161142857142857,-0.4241,-0.0378142857142857,0.1951,positive,vader_original_full,0.05,positive,negative,unknown,conflict
Batik Air,Economy Class,3.0,yes,"Jakarta to Singapore. While Batik Air is ontime and have comfortable seating with video on demand entertainment system, the staff on the ground seems to be quite careless when handling my luggage (see photo) as my luggage tag card and luggage shell is broken.",2,unknown,-0.0754,-0.0377,-0.024,-0.012,-0.0754,negative,vader_original_full,0.05,positive,negative,unknown,conflict
